Ссылка;Название;Название ин.;Дата выхода;Длительность;Страна;Жанр;Режиссёр;В главных ролях;РейтингКол-во оценок
https://www.kinopoisk.ru//film/43873/;Смелые люди;no eng title;1950;104;СССР;драма;Константин Юдин;Сергей Гурзо, Тамара Чернова;7,1;2216
https://www.kinopoisk.ru//film/169972/;Солдат и слон;no eng title;1977;79;СССР;комедия;Дмитрий Кесаянц;Фрунзик Мкртчян, Владислав Рындин;7,8;2341
https://www.kinopoisk.ru//film/43901/;Солдаты;no eng title;1956;106;СССР;драма;Александр Иванов;Всеволод Сафонов, Иннокентий Смоктуновский;7,3;2012
https://www.kinopoisk.ru//series/225271/;Солдаты свободы;Soldaty svobody;1976;308;СССР;драма;Юрий Озеров;Стефан Гецов, Богус Пасторек;6,2;940
https://www.kinopoisk.ru//film/43926/;Сошедшие с небес;no eng title;1986;80;СССР;драма;Наталья Трощенко;Вера Глаголева, Александр Абдулов;8,0;4584
https://www.kinopoisk.ru//film/43945/;Спокойный день в конце войны;no eng title;1970;38;СССР;короткометражка;Никита Михалков;Наталья Аринбасарова, Юрий Богатырев;6,6;2296
https://www.kinopoisk.ru//film/43967/;Сталинград;no eng title;1943;75;СССР;документальный;Леонид Варламов;no main roles;7,7;707
https://www.kinopoisk.ru//film/94262/;Сталинград;no eng title;1989;196;СССР;драма;Юрий Озеров;Пауэрс Бут, Любомирас Лауцявичюс;7,9;12662
https://www.kinopoisk.ru//film/461720/;Сто первый;no eng title;1982;139;СССР;военный;Вадим Костроменко;Александр Комаров, Борис Борисов;6,6;548
https://www.kinopoisk.ru//film/417815/;Сто солдат и две девушки;no eng title;1989;93;СССР;драма;Сергей Микаэлян;Майя Мелдере, Александр Сайко;6,9;704
https://www.kinopoisk.ru//film/44025/;Судьба;no eng title;1977;170;СССР;драма;Евгений Матвеев;Евгений Матвеев, Зинаида Кириенко;8,2;8057
https://www.kinopoisk.ru//film/44027/;Судьба человека;no eng title;1959;97;СССР;драма;Сергей Бондарчук;Сергей Бондарчук, Павел Полунин;8,4;133091
https://www.kinopoisk.ru//film/439872/;Сын полка;no eng title;1981;128;СССР;драма;Георгий Кузнецов;Игорь Носов, Вадим Яковлев;7,4;1965
https://www.kinopoisk.ru//film/44067/;Сын полка;no eng title;1946;79;СССР;драма;Василий Пронин;Юрий Янкин, Александр Морозов;7,2;4748
https://www.kinopoisk.ru//film/46609/;Танго нашего детства;no eng title;1984;92;СССР;драма;Альберт Мкртчян;Галя Новенц, Фрунзик Мкртчян;8,0;1304
https://www.kinopoisk.ru//film/42271/;Торпедоносцы;no eng title;1983;96;СССР;драма;Семён Аранович;Родион Нахапетов, Алексей Жарков;7,8;7701
https://www.kinopoisk.ru//film/42286/;Третий удар;no eng title;1948;113;СССР;военный;Игорь Савченко;Алексей Дикий, Николай Боголюбов;6,5;1179
https://www.kinopoisk.ru//film/42291/;Третья ракета;no eng title;1963;81;СССР;драма;Ричард Викторов;Евгений Гвоздев, Станислав Любшин;7,1;2101
https://www.kinopoisk.ru//film/42331/;Трясина;no eng title;1978;132;СССР;драма;Григорий Чухрай;Нонна Мордюкова, Вадим Спиридонов;7,5;3171
https://www.kinopoisk.ru//film/439791/;Ты не сирота;no eng title;1962;81;СССР;драма;Шухрат Аббасов;Лютфи Сарымсакова, Обид Джалилов;7,4;808
https://www.kinopoisk.ru//film/42481/;У твоего порога;no eng title;1963;75;СССР;драма;Василий Ордынский;Надежда Федосова, Петр Любешкин;6,7;1041
https://www.kinopoisk.ru//film/271709/;Франц + Полина;no eng title;2006;119;Россия;драма;Михаил Сегал;Адриан Тополь, Светлана Иванова;7,1;3816
https://www.kinopoisk.ru//film/44800/;Хроника пикирующего бомбардировщика;no eng title;1967;78;СССР;военный;Наум Бирман;Юрий Толубеев, Геннадий Сайфулин;8,2;14645
https://www.kinopoisk.ru//film/45460/;Человек №217;no eng title;1944;101;СССР;драма;Михаил Ромм;Елена Кузьмина, Анна Лисянская;6,8;781
https://www.kinopoisk.ru//film/434670/;Через кладбище;no eng title;1964;82;СССР;драма;Виктор Туров;Владимир Белокуров, Елизавета Уварова;6,7;779
https://www.kinopoisk.ru//film/45513/;Чистое небо;no eng title;1961;104;СССР;драма;Григорий Чухрай;Нина Дробышева, Евгений Урбанский;8,0;5517
https://www.kinopoisk.ru//film/45514/;Чистые пруды;no eng title;1965;81;СССР;драма;Алексей Сахаров;Александр Збруев, Евгения Филонова;6,7;751
https://www.kinopoisk.ru//film/43782/;Шел четвертый год войны...;no eng title;1983;85;СССР;военный;Георгий Николаенко;Людмила Савельева, Николай Олялин;7,3;7499
https://www.kinopoisk.ru//series/84342/;Штрафбат;no eng title;2004;48;Россия;боевик;Николай Досталь;Алексей Серебряков, Юрий Степанов;7,8;102173
https://www.kinopoisk.ru//series/43732/;Щит и меч;no eng title;1968;325;СССР;драма;Владимир Басов;Станислав Любшин, Георгий Мартынюк;8,3;33260
https://www.kinopoisk.ru//film/427106/;Щит и меч: Фильм второй;no eng title;1968;153;СССР;драма;Владимир Басов;Станислав Любшин, Валентина Титова;8,2;5079
https://www.kinopoisk.ru//film/42015/;Это было в разведке;no eng title;1969;93;СССР;военный;Лев Мирский;Виктор Жуков, Валерий Малышев;7,9;7198
https://www.kinopoisk.ru//film/40806/;Я — русский солдат;no eng title;1995;100;Россия;драма;Андрей Малюков;Дмитрий Медведев, Милена Цховреба-Агранович;7,7;7651
https://www.kinopoisk.ru//film/272860/;Я родом из детства;no eng title;1966;106;СССР;драма;Виктор Туров;Нина Ургант, Тоня Овчинко;7,3;3007
https://www.kinopoisk.ru//film/1115648/;Красный призрак;no eng title;2020;98;Россия;триллер;Андрей Богатырев;Алексей Шевченков, Владимир Гостюхин;7,1;160969
https://www.kinopoisk.ru//series/841046/;По законам военного времени;no eng title;0;52;Россия;военный;Максим Мехеда;Екатерина Климова, Евгений Воловенко;8,0;118064
https://www.kinopoisk.ru//series/4936400/;СМЕРШ. Продолжение;no eng title;2022;48;Россия;военный;Олег Фомин;Игорь Петренко, Владислав Котлярский;7,9;31153
