Ссылка;Название;Название ин.;Дата выхода;Длительность;Страна;Жанр;Режиссёр;В главных ролях;РейтингКол-во оценок
https://www.kinopoisk.ru//film/4948328/;Два, три, демон, приди!;Talk to Me;2022;94;Австралия;ужасы;Дэнни Филиппу;Софи Уайлд, Джо Бёрд;0;0
https://www.kinopoisk.ru//film/1278935/;Мой пёс Руни;Meongmongi;2023;113;Корея;комедия;Ким Джу-хван;Чха Тхэ-хён, Ю Ён-сок;7,8;13424
https://www.kinopoisk.ru//film/47382/;Пиджак;The Jacket;2004;102;США;триллер;Джон Мэйбери;Эдриан Броуди, Кира Найтли;7,8;200478
https://www.kinopoisk.ru//film/484878/;127 часов;127 Hours;2010;93;Великобритания;триллер;Дэнни Бойл;Джеймс Франко, Кейт Мара;7,7;253848
https://www.kinopoisk.ru//film/2613/;1492: Завоевание рая;1492: Conquest of Paradise;1992;154;Великобритания;драма;Ридли Скотт;Жерар Депардье, Арманд Ассанте;7,2;6491
https://www.kinopoisk.ru//film/1112447/;Профиль;Profile;2018;106;Россия;триллер;Тимур Бекмамбетов;Валин Кэйн, Шазад Латиф;7,4;97351
https://www.kinopoisk.ru//film/570134/;Красные огни;Red Lights;2011;114;Испания;фэнтези;Родриго Кортес;Киллиан Мерфи, Роберт Де Ниро;6,9;101088
https://www.kinopoisk.ru//film/677893/;Стажёр;The Intern;2015;121;США;мелодрама;Нэнси Майерс;Роберт Де Ниро, Энн Хэтэуэй;7,6;348978
https://www.kinopoisk.ru//film/840266/;Чип и Дейл спешат на помощь;Chip 'n Dale: Rescue Rangers;2022;97;США;мультфильм;Акива Шаффер;Энди Сэмберг, Джон Малэйни;6,7;27187
https://www.kinopoisk.ru//film/77531/;Тренер Картер;Coach Carter;2005;136;США;биография;Томас Картер;Сэмюэл Л. Джексон, Роб Браун;8,1;191987
https://www.kinopoisk.ru//film/86621/;Бесподобный мистер Фокс;Fantastic Mr. Fox;2009;87;Великобритания;мультфильм;Уэс Андерсон;Джордж Клуни, Мэрил Стрип;8,0;90026
https://www.kinopoisk.ru//film/522941/;Выживший;The Revenant;2015;156;Гонконг;приключения;Алехандро Гонсалес Иньярриту;Леонардо ДиКаприо, Том Харди;7,8;411473
https://www.kinopoisk.ru//film/278273/;Чёрный лебедь;Black Swan;2010;103;США;драма;Даррен Аронофски;Натали Портман, Мила Кунис;7,7;323727
https://www.kinopoisk.ru//film/959606/;Работа без авторства;Werk ohne Autor;2018;189;Германия;биография;Флориан Хенкель фон Доннерсмарк;Том Шиллинг, Себастьян Кох;8,0;129740
https://www.kinopoisk.ru//film/4477104/;Внутри;Inside;2022;105;Греция;триллер;Василис Кацупис;Уиллем Дефо, Жене Бервутс;5,9;5722
https://www.kinopoisk.ru//film/441/;Принцесса Мононоке;Mononoke-hime;1997;134;Япония;аниме;Хаяо Миядзаки;Ёдзи Мацуда, Юрико Исида;8,2;161927
https://www.kinopoisk.ru//film/913075/;Высокая зелёная трава;In the Tall Grass;2019;101;Канада;ужасы;Винченцо Натали;Лайсла Де Оливейра, Эйвери Уиттед;5,8;19526
https://www.kinopoisk.ru//film/278217/;Новый Человек-паук;The Amazing Spider-Man;2012;131;США;фантастика;Марк Уэбб;Эндрю Гарфилд, Эмма Стоун;6,9;324280
https://www.kinopoisk.ru//film/571896/;Собачья жизнь;A Dog's Purpose;2017;100;США;фэнтези;Лассе Халльстрём;Джош Гад, Деннис Куэйд;8,0;154675
https://www.kinopoisk.ru//film/1409828/;Виновный;The Guilty;2021;90;США;триллер;Антуан Фукуа;Джейк Джилленхол, Райли Кио;6,5;42420
https://www.kinopoisk.ru//film/992500/;Обитель теней;Marrowbone;2017;110;Испания;ужасы;Серхио Х. Санчес;Джордж Маккэй, Аня Тейлор-Джой;7,0;94661
https://www.kinopoisk.ru//film/1047626/;Дождливый день в Нью-Йорке;A Rainy Day in New York;2019;92;США;мелодрама;Вуди Аллен;Тимоти Шаламе, Эль Фаннинг;7,2;114633
https://www.kinopoisk.ru//film/843463/;Кловерфилд, 10;10 Cloverfield Lane;2016;103;США;триллер;Дэн Трахтенберг;Джон Гудман, Мэри Элизабет Уинстэд;6,9;135360
https://www.kinopoisk.ru//film/4959107/;Банды Парижа;Apaches;2023;93;Франция;боевик;Ромен Киро;Алис Исааз, Нильс Шнайдер;5,9;1721
https://www.kinopoisk.ru//film/371/;Спасти рядового Райана;Saving Private Ryan;1998;169;США;военный;Стивен Спилберг;Том Хэнкс, Том Сайзмор;8,2;294548
https://www.kinopoisk.ru//film/1188248/;Калашников;no eng title;2020;104;Россия;биография;Константин Буслов;Юра Борисов, Ольга Лерман;7,8;271527
https://www.kinopoisk.ru//film/992605/;Аритмия;no eng title;2017;116;Россия;мелодрама;Борис Хлебников;Александр Яценко, Ирина Горбачева;7,7;158455
https://www.kinopoisk.ru//film/1045942/;Криминальный город;Beomjoe dosi;2017;121;Корея;криминал;Кан Юн-сон;Ма Дон-сок, Юн Ге-сан;7,3;69167
https://www.kinopoisk.ru//film/582101/;Дивергент;Divergent;2014;134;США;фантастика;Нил Бёргер;Шейлин Вудли, Тео Джеймс;6,7;397069
https://www.kinopoisk.ru//film/2898/;Человек-паук 2;Spider-Man 2;2004;127;США;фантастика;Сэм Рэйми;Тоби Магуайр, Кирстен Данст;7,3;320088
https://www.kinopoisk.ru//film/4675164/;Стук в хижине;Knock at the Cabin;2023;100;США;триллер;М. Найт Шьямалан;Дэйв Батиста, Джонатан Грофф;5,8;14783
https://www.kinopoisk.ru//film/780/;Комната страха;Panic Room;2002;107;США;триллер;Дэвид Финчер;Джоди Фостер, Кристен Стюарт;7,3;101984
https://www.kinopoisk.ru//film/1219149/;Шан-Чи и легенда десяти колец;Shang-Chi and the Legend of the Ten Rings;2021;132;США;фэнтези;Дестин Дэниел Креттон;Симу Лю, Тони Люн Чу Вай;7,3;463529
https://www.kinopoisk.ru//film/1044601/;Стекло;Glass;2019;129;США;ужасы;М. Найт Шьямалан;Джеймс МакЭвой, Брюс Уиллис;6,6;251181
https://www.kinopoisk.ru//film/84830/;Жмурки;no eng title;2005;111;Россия;комедия;Алексей Балабанов;Алексей Панин, Дмитрий Дюжев;7,2;332786
https://www.kinopoisk.ru//film/467293/;Грязь;Filth;2013;93;Великобритания;криминал;Джон С. Бейрд;Джеймс МакЭвой, Джейми Белл;7,6;314711
https://www.kinopoisk.ru//film/102146/;Кот в сапогах;Puss in Boots;2011;90;США;мультфильм;Крис Миллер;Антонио Бандерас, Сальма Хайек;7,1;151028
https://www.kinopoisk.ru//film/1118663/;Вивариум;Vivarium;2019;97;Ирландия;фантастика;Лоркан Финнеган;Имоджен Путс, Джесси Айзенберг;6,1;44635
https://www.kinopoisk.ru//film/309/;Эквилибриум;Equilibrium;2002;107;США;фантастика;Курт Уиммер;Кристиан Бэйл, Тэй Диггз;7,9;306475
https://www.kinopoisk.ru//film/1000443/;Балканский рубеж;no eng title;2019;151;Россия;боевик;Андрей Волгин;Антон Пампушный, Гоша Куценко;7,7;295180
https://www.kinopoisk.ru//film/413447/;2012;2012;2009;158;США;фантастика;Роланд Эммерих;Джон Кьюсак, Аманда Пит;6,9;356490
https://www.kinopoisk.ru//film/4886/;Я, робот;I, Robot;2004;115;США;фантастика;Алекс Пройас;Уилл Смит, Бриджет Мойнэхэн;7,8;426075
https://www.kinopoisk.ru//film/444/;Терминатор 2: Судный день;Terminator 2: Judgment Day;1991;137;США;фантастика;Джеймс Кэмерон;Арнольд Шварценеггер, Линда Хэмилтон;8,3;467862
https://www.kinopoisk.ru//film/686898/;Оно 2;It Chapter Two;2019;169;США;ужасы;Андрес Мускетти;Джессика Честейн, Джеймс МакЭвой;6,5;239634
https://www.kinopoisk.ru//film/463738/;Восстание планеты обезьян;Rise of the Planet of the Apes;2011;105;США;фантастика;Руперт Уайатт;Джеймс Франко, Фрида Пинто;7,4;168628
https://www.kinopoisk.ru//film/400615/;Дитя тьмы;Orphan;2009;123;США;ужасы;Жауме Кольет-Серра;Изабель Фурман, Вера Фармига;6,9;85685
https://www.kinopoisk.ru//film/1198811/;Вечные;Eternals;2021;156;США;фантастика;Хлоя Чжао;Джемма Чан, Ричард Мэдден;6,4;181962
https://www.kinopoisk.ru//film/726838/;Кролик Джоджо;Jojo Rabbit;2019;108;Новая;комедия;Тайка Вайтити;Роман Гриффин Дэвис, Томасин Маккензи;7,9;129386
https://www.kinopoisk.ru//film/647671/;Охота;Jagten;2012;115;Дания;драма;Томас Винтерберг;Мадс Миккельсен, Томас Бо Ларсен;7,9;148555
https://www.kinopoisk.ru//film/406/;Чужие;Aliens;1986;137;Великобритания;ужасы;Джеймс Кэмерон;Сигурни Уивер, Майкл Бин;8,1;246484
https://www.kinopoisk.ru//film/417892/;Я плюю на ваши могилы;I Spit on Your Grave;2010;108;США;ужасы;Стивен Р. Монро;Сара Батлер, Джефф Брэнсон;6,3;105578
https://www.kinopoisk.ru//film/280932/;Дорога перемен;Revolutionary Road;2008;119;США;драма;Сэм Мендес;Кейт Уинслет, Леонардо ДиКаприо;7,5;105698
https://www.kinopoisk.ru//film/963343/;Форма голоса;Koe no katachi;2016;130;Япония;аниме;Наоко Ямада;Мию Ирино, Саори Хаями;8,2;118739
https://www.kinopoisk.ru//film/517988/;Время;In Time;2011;109;США;фантастика;Эндрю Никкол;Джастин Тимберлейк, Аманда Сайфред;7,3;491270
https://www.kinopoisk.ru//film/1406473/;После. Глава 3;After We Fell;2021;98;США;драма;Кастиль Лэндон;Джозефин Лэнгфорд, Хиро Файнс Тиффин;5,8;108994
https://www.kinopoisk.ru//film/427855/;Пол: Секретный материальчик;Paul;2011;104;Великобритания;фантастика;Грег Моттола;Саймон Пегг, Ник Фрост;7,2;337694
https://www.kinopoisk.ru//film/668/;Пункт назначения;Final Destination;2000;98;США;ужасы;Джеймс Вон;Девон Сава, Эли Лартер;7,5;156094
https://www.kinopoisk.ru//film/4375/;Планета обезьян;Planet of the Apes;2001;119;США;фантастика;Тим Бёртон;Марк Уолберг, Тим Рот;6,8;82417
https://www.kinopoisk.ru//film/280174/;Монстры на каникулах;Hotel Transylvania;2012;91;США;мультфильм;Генндий Тартаковский;Адам Сэндлер, Энди Сэмберг;7,7;284773
https://www.kinopoisk.ru//film/842567/;Босс-молокосос;The Boss Baby;2017;97;США;мультфильм;Том МакГрат;Алек Болдуин, Майлз Кристофер Бакши;6,5;347859
https://www.kinopoisk.ru//film/3498/;Властелин колец: Возвращение короля;The Lord of the Rings: The Return of the King;2003;201;Новая;фэнтези;Питер Джексон;Элайджа Вуд, Вигго Мортенсен;8,7;559944
https://www.kinopoisk.ru//film/760326/;Люси;Lucy;2014;89;Франция;боевик;Люк Бессон;Скарлетт Йоханссон, Морган Фриман;6,8;401710
https://www.kinopoisk.ru//film/425400/;Пожары;Incendies;2010;131;Канада;драма;Дени Вильнёв;Лубна Азабаль, Мелисса Дезормо-Полен;7,9;56592
https://www.kinopoisk.ru//film/468522/;Отряд самоубийц;Suicide Squad;2016;118;США;фантастика;Дэвид Эйр;Марго Робби, Уилл Смит;6,1;495342
https://www.kinopoisk.ru//film/1008477/;Отряд самоубийц: Миссия навылет;The Suicide Squad;2021;132;США;боевик;Джеймс Ганн;Идрис Эльба, Марго Робби;6,7;378251
https://www.kinopoisk.ru//film/351/;Красота по-американски;American Beauty;1999;122;США;драма;Сэм Мендес;Кевин Спейси, Аннетт Бенинг;8,0;234967
https://www.kinopoisk.ru//film/512883/;Как приручить дракона 2;How to Train Your Dragon 2;2014;105;США;мультфильм;Дин ДеБлуа;Джей Барушель, Кейт Бланшетт;8,0;289116
https://www.kinopoisk.ru//film/883/;Девять ярдов;The Whole Nine Yards;2000;98;США;комедия;Джонатан Линн;Брюс Уиллис, Мэттью Перри;7,7;141491
https://www.kinopoisk.ru//film/522892/;Иллюзия обмана;Now You See Me;2013;115;США;криминал;Луи Летерье;Джесси Айзенберг, Марк Руффало;7,7;607052
https://www.kinopoisk.ru//film/1390992/;(Не)идеальные роботы;Robots;2023;93;США;фантастика;Каспер Кристенсен;Шейлин Вудли, Джек Уайтхолл;6,0;963
https://www.kinopoisk.ru//film/279916/;Город Эмбер: Побег;City of Ember;2008;95;США;фантастика;Гил Кинан;Гарри Тредэвэй, Сирша Ронан;6,8;82694
https://www.kinopoisk.ru//film/1114570/;Король Англии;The King;2019;140;Великобритания;биография;Дэвид Мишо;Тимоти Шаламе, Джоэл Эдгертон;7,1;50164
https://www.kinopoisk.ru//film/714248/;Песнь моря;Song of the Sea;2014;93;Ирландия;мультфильм;Томм Мур;Дэвид Роул, Брендан Глисон;8,2;107543
https://www.kinopoisk.ru//film/507440/;Проект X: Дорвались;Project X;2012;88;США;комедия;Нима Нуризаде;Томас Манн, Оливер Купер;7,0;140415
https://www.kinopoisk.ru//film/402/;Фарго;Fargo;1995;98;США;триллер;Джоэл Коэн;Фрэнсис Макдорманд, Уильям Х. Мэйси;7,6;120520
https://www.kinopoisk.ru//film/775727/;Дикие истории;Relatos salvajes;2014;122;Аргентина;триллер;Дамиан Сифрон;Рикардо Дарин, Оскар Мартинес;7,7;142883
https://www.kinopoisk.ru//film/3231/;Аэроплан;Airplane!;1980;88;США;комедия;Джим Абрахамс;Роберт Хэйс, Джули Хэгерти;7,5;37980
https://www.kinopoisk.ru//film/1234939/;Счастье в конверте;no eng title;2019;103;Россия;семейный;Светлана Суханова;Фёдор Лещев, Ефим Каменецкий;8,2;71182
https://www.kinopoisk.ru//film/4422814/;М3ГАН;M3GAN;2022;102;США;ужасы;Джерард Джонстоун;Эллисон Уильямс, Вайолет Макгроу;6,1;26112
https://www.kinopoisk.ru//film/5091614/;Бывшие. Happy end;no eng title;2022;109;Россия;мелодрама;Антон Мегердичев;Любовь Аксёнова, Денис Шведов;6,0;24119
https://www.kinopoisk.ru//film/253761/;Братья;Brothers;2009;105;США;триллер;Джим Шеридан;Тоби Магуайр, Джейк Джилленхол;7,4;157534
https://www.kinopoisk.ru//film/9617/;Крупная рыба;Big Fish;2003;125;США;фэнтези;Тим Бёртон;Юэн Макгрегор, Альберт Финни;8,0;197304
https://www.kinopoisk.ru//film/5024925/;Зверогонщики;Rally Road Racers;2023;93;США;мультфильм;Росс Венокур;Джимми О. Ян, Джон Клиз;6,0;1311
https://www.kinopoisk.ru//film/1045061/;Море соблазна;Serenity;2019;106;США;триллер;Стивен Найт;Мэттью МакКонахи, Энн Хэтэуэй;6,4;79378
https://www.kinopoisk.ru//film/588786/;Бункер;La cara oculta;2011;92;Испания;триллер;Андрес Байс;Клара Лаго, Ким Гутьеррес;7,2;81520
https://www.kinopoisk.ru//film/1074222/;Красотка на всю голову;I Feel Pretty;2018;110;США;мелодрама;Эбби Кон;Эми Шумер, Мишель Уильямс;6,7;188666
https://www.kinopoisk.ru//film/770/;Одиннадцать друзей Оушена;Ocean's Eleven;2001;116;США;криминал;Стивен Содерберг;Джордж Клуни, Брэд Питт;8,1;350154
https://www.kinopoisk.ru//film/380/;2001 год: Космическая одиссея;2001: A Space Odyssey;1968;149;Великобритания;фантастика;Стэнли Кубрик;Кир Дуллеа, Гэри Локвуд;7,9;107120
https://www.kinopoisk.ru//film/1125892/;Аллея кошмаров;Nightmare Alley;2021;150;США;триллер;Гильермо дель Торо;Брэдли Купер, Кейт Бланшетт;7,1;82412
https://www.kinopoisk.ru//film/1115098/;Мир Юрского периода: Господство;Jurassic World: Dominion;2022;147;США;фантастика;Колин Треворроу;Крис Пратт, Брайс Даллас Ховард;5,7;57544
https://www.kinopoisk.ru//film/1297211/;Чрезвычайная ситуация;Bisangseoneon;2021;140;Корея;триллер;Хан Джэ-рим;Ли Бён-хон, Сон Кан-хо;7,2;74135
https://www.kinopoisk.ru//film/1068627/;Простая просьба;A Simple Favor;2018;117;США;триллер;Пол Фиг;Анна Кендрик, Блейк Лайвли;6,9;188691
https://www.kinopoisk.ru//film/527/;День сурка;Groundhog Day;1993;101;США;фэнтези;Харольд Рэмис;Билл Мюррей, Энди Макдауэлл;8,1;483564
https://www.kinopoisk.ru//film/4467988/;Хочу замуж;no eng title;2022;106;Россия;комедия;Соня Карпунина;Милош Бикович, Кристина Асмус;6,7;34659
https://www.kinopoisk.ru//film/8366/;Нечто;The Thing;1982;109;США;ужасы;Джон Карпентер;Курт Рассел, Кит Дэвид;7,9;134510
https://www.kinopoisk.ru//film/5047468/;Холоп 2;no eng title;2023;0;Россия;комедия;Клим Шипенко;Аглая Тарасова, Милош Бикович;0;0
https://www.kinopoisk.ru//film/523362/;Три метра над уровнем неба;Tres metros sobre el cielo;2010;123;Испания;драма;Фернандо Гонзалез Молина;Марио Касас, Мария Вальверде;7,1;220590
https://www.kinopoisk.ru//film/406408/;Законопослушный гражданин;Law Abiding Citizen;2009;108;США;боевик;Ф. Гэри Грей;Джейми Фокс, Джерард Батлер;8,0;572653
https://www.kinopoisk.ru//film/780470/;Инферно;Inferno;2016;121;США;боевик;Рон Ховард;Том Хэнкс, Фелисити Джонс;6,4;122509
https://www.kinopoisk.ru//film/841627/;Могучие рейнджеры;Power Rangers;2017;124;США;фантастика;Дин Израэлайт;Дэйкер Монтгомери, Наоми Скотт;5,5;45881
https://www.kinopoisk.ru//film/106079/;Тройной форсаж: Токийский дрифт;The Fast and the Furious: Tokyo Drift;2006;104;США;боевик;Джастин Лин;Лукас Блэк, Шэд Мосс;6,9;185112
https://www.kinopoisk.ru//film/102474/;Борат;Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan;2006;84;США;комедия;Ларри Чарльз;Саша Барон Коэн, Кен Давитян;6,7;181235
https://www.kinopoisk.ru//film/539/;Умница Уилл Хантинг;Good Will Hunting;1997;126;США;драма;Гас Ван Сент;Мэтт Дэймон, Робин Уильямс;8,1;224813
https://www.kinopoisk.ru//film/46708/;Москва слезам не верит;no eng title;1979;150;СССР;мелодрама;Владимир Меньшов;Вера Алентова, Ирина Муравьёва;8,4;605254
https://www.kinopoisk.ru//film/391772/;Всегда говори «ДА»;Yes Man;2008;104;США;комедия;Пейтон Рид;Джим Керри, Зои Дешанель;7,8;337862
https://www.kinopoisk.ru//film/1045993/;Сквозь время;no eng title;2022;105;Россия;фантастика;Александр Богуславский;Виктор Добронравов, Егор Корешков;5,5;3768
https://www.kinopoisk.ru//film/3447/;Миссия: невыполнима 2;Mission: Impossible II;2000;123;США;боевик;Джон Ву;Том Круз, Дюгрей Скотт;6,8;90402
https://www.kinopoisk.ru//film/408876/;Хоббит: Пустошь Смауга;The Hobbit: The Desolation of Smaug;2013;161;Новая;фэнтези;Питер Джексон;Мартин Фриман, Ричард Армитедж;8,0;437479
https://www.kinopoisk.ru//film/977842/;SuperАлиби;Alibi.com;2017;90;Франция;комедия;Филипп Лашо;Филипп Лашо, Элоди Фонтан;6,7;53323
https://www.kinopoisk.ru//film/819846/;Лобстер;The Lobster;2015;119;Ирландия;драма;Йоргос Лантимос;Колин Фаррелл, Рэйчел Вайс;7,0;146044
https://www.kinopoisk.ru//film/462128/;Последнее путешествие «Деметра»;The Last Voyage of the Demeter;2023;0;США;ужасы;Андре Эвредал;Кори Хокинс, Эшлинг Франчози;0;0
https://www.kinopoisk.ru//film/394/;Бешеные псы;Reservoir Dogs;1991;100;США;криминал;Квентин Тарантино;Харви Кейтель, Тим Рот;8,1;274651
https://www.kinopoisk.ru//film/607737/;Глубоководный горизонт;Deepwater Horizon;2016;107;США;боевик;Питер Берг;Марк Уолберг, Курт Рассел;7,2;152202
https://www.kinopoisk.ru//film/51319/;Милые кости;The Lovely Bones;2009;135;США;фэнтези;Питер Джексон;Сирша Ронан, Стэнли Туччи;7,1;191161
https://www.kinopoisk.ru//film/730665/;Сад изящных слов;Koto no ha no niwa;2013;46;Япония;аниме;Макото Синкай;Мию Ирино, Кана Ханадзава;7,9;101736
https://www.kinopoisk.ru//film/1254418/;Обратный отсчет;Countdown;2019;90;США;ужасы;Джастин Дек;Элизабет Лэил, Джордан Кэллоуэй;5,7;65158
https://www.kinopoisk.ru//film/841813/;Защитники;no eng title;2017;85;Россия;фантастика;Сарик Андреасян;Антон Пампушный, Санжар Мади;2,9;87516
https://www.kinopoisk.ru//film/6175/;Дневник баскетболиста;The Basketball Diaries;1995;102;США;драма;Скотт Кэлверт;Леонардо ДиКаприо, Марк Уолберг;7,8;110109
https://www.kinopoisk.ru//film/57328/;Не упускай из виду;La course  l'chalote;1975;95;Франция;комедия;Клод Зиди;Пьер Ришар, Джейн Биркин;7,6;5510
https://www.kinopoisk.ru//film/944098/;Три билборда на границе Эббинга, Миссури;Three Billboards Outside Ebbing, Missouri;2017;115;Великобритания;драма;Мартин Макдона;Фрэнсис Макдорманд, Сэм Рокуэлл;8,1;423254
https://www.kinopoisk.ru//film/807818/;Молодость;Youth;2015;124;Италия;драма;Паоло Соррентино;Харви Кейтель, Майкл Кейн;7,3;89944
https://www.kinopoisk.ru//film/979148/;Назови меня своим именем;Call Me by Your Name;2017;132;Италия;драма;Лука Гуаданьино;Арми Хаммер, Тимоти Шаламе;7,6;150679
https://www.kinopoisk.ru//film/5126940/;Сергий против нечисти: Шабаш;no eng title;2022;92;Россия;фэнтези;Кирилл Кузин;Роман Маякин, Лукерья Ильяшенко;6,9;5939
https://www.kinopoisk.ru//film/602749/;Парни со стволами;War Dogs;2016;114;США;драма;Тодд Филлипс;Майлз Теллер, Джона Хилл;6,9;125829
https://www.kinopoisk.ru//film/902939/;Малыш на драйве;Baby Driver;2017;113;Великобритания;боевик;Эдгар Райт;Энсел Элгорт, Кевин Спейси;7,2;280677
https://www.kinopoisk.ru//film/4383102/;Аферисты;Sharper;2022;116;США;триллер;Бенджамин Карон;Себастиан Стэн, Джулианна Мур;6,7;13183
https://www.kinopoisk.ru//film/8062/;Мортал Комбат;Mortal Kombat;2021;110;США;боевик;Саймон Маккуойд;Льюис Тан, Джо Таслим;6,2;212644
https://www.kinopoisk.ru//film/1219153/;Синий Жук;Blue Beetle;2023;0;Мексика;фантастика;Анхель Мануэль Сото;Сьюзен Сарандон, Харви Гильен;0;0
https://www.kinopoisk.ru//film/1316548/;С закрытыми окнами;no eng title;2019;114;Россия;биография;Роман Супер;Ярослав Головнёв;8,1;26148
https://www.kinopoisk.ru//film/4324674/;Добыча;Prey;2022;100;США;ужасы;Дэн Трахтенберг;Эмбер Мидфандер, Дакота Биверс;6,6;64466
https://www.kinopoisk.ru//film/258885/;Пока не сыграл в ящик;The Bucket List;2007;97;США;драма;Роб Райнер;Джек Николсон, Морган Фриман;8,0;243989
https://www.kinopoisk.ru//film/612/;Чёрный ястреб;Black Hawk Down;2001;144;США;военный;Ридли Скотт;Джош Хартнетт, Юэн Макгрегор;7,8;143325
https://www.kinopoisk.ru//film/580661/;Пиноккио Гильермо дель Торо;Guillermo del Toro's Pinocchio;2022;117;США;мультфильм;Гильермо дель Торо;Юэн Макгрегор, Дэвид Брэдли;7,6;17562
https://www.kinopoisk.ru//film/1334852/;Сто лет тому вперёд;no eng title;0;0;Россия;фантастика;Александр Андрющенко;Даша Верещагина, Марк Эйдельштейн;0;0
https://www.kinopoisk.ru//film/257401/;Ангелы и Демоны;Angels & Demons;2009;133;США;боевик;Рон Ховард;Том Хэнкс, Юэн Макгрегор;7,5;171697
https://www.kinopoisk.ru//film/405609/;Алиса в Стране чудес;Alice in Wonderland;2010;108;США;фэнтези;Тим Бёртон;Джонни Депп, Миа Васиковска;7,1;355767
https://www.kinopoisk.ru//film/518037/;Невозможное;Lo imposible;2012;109;Испания;драма;Хуан Антонио Байона;Наоми Уоттс, Юэн Макгрегор;7,9;163558
https://www.kinopoisk.ru//film/462305/;Ирландец;The Irishman;2019;209;США;криминал;Мартин Скорсезе;Роберт Де Ниро, Аль Пачино;7,4;104827
https://www.kinopoisk.ru//film/4807/;Не грози южному централу, попивая сок у себя в квартале;Don't Be a Menace to South Central While Drinking Your Juice in the Hood;1995;89;США;комедия;Пэрис Барклай;Шон Уайанс, Марлон Уайанс;7,2;224585
https://www.kinopoisk.ru//film/4825770/;Потемнело;The Blackening;2022;97;США;ужасы;Тим Стори;Грейс Байерс, Жермен Фаулер;5,7;250
https://www.kinopoisk.ru//film/1178267/;Сестрёнка;no eng title;2019;94;Россия;драма;Александр Галибин;Арслан Крымчурин, Марта Кесслер;8,3;144802
https://www.kinopoisk.ru//film/1009017/;Чёрный Адам;Black Adam;2022;125;США;фантастика;Жауме Кольет-Серра;Дуэйн Джонсон, Элдис Ходж;6,1;73488
https://www.kinopoisk.ru//film/662596/;Бойфренд из будущего;About Time;2013;123;Великобритания;фантастика;Ричард Кёртис;Донал Глисон, Рэйчел Макадамс;7,9;234219
https://www.kinopoisk.ru//film/102245/;Пекло;Sunshine;2007;107;Великобритания;фантастика;Дэнни Бойл;Киллиан Мерфи, Роуз Бирн;7,3;114867
https://www.kinopoisk.ru//film/6144/;Реальная любовь;Love Actually;2003;129;Великобритания;мелодрама;Ричард Кёртис;Хью Грант, Билл Найи;7,9;256121
https://www.kinopoisk.ru//film/5353117/;Король и Шут. Фильм о фильме;no eng title;2023;30;Россия;документальный;Анастасия Суворова;no main roles;8,4;8839
https://www.kinopoisk.ru//film/575180/;Пираты Карибского моря: Мертвецы не рассказывают сказки;Pirates of the Caribbean: Dead Men Tell No Tales;2017;129;США;фэнтези;Хоаким Роннинг;Джонни Депп, Хавьер Бардем;6,7;374484
https://www.kinopoisk.ru//film/349/;Хороший, плохой, злой;Il buono, il brutto, il cattivo;1966;178;Италия;вестерн;Серджио Леоне;Клинт Иствуд, Ли Ван Клиф;8,5;153518
https://www.kinopoisk.ru//film/834394/;В центре внимания;Spotlight;2015;129;США;драма;Том Маккарти;Марк Руффало, Майкл Китон;7,6;138878
https://www.kinopoisk.ru//film/252626/;В диких условиях;Into the Wild;2007;148;США;драма;Шон Пенн;Эмиль Хирш, Хэл Холбрук;7,9;142067
https://www.kinopoisk.ru//film/1379090/;Время;Old;2021;108;США;триллер;М. Найт Шьямалан;Гаэль Гарсиа Берналь, Вики Крипс;6,4;281968
https://www.kinopoisk.ru//film/1202296/;Палмер;Palmer;2020;110;США;драма;Фишер Стивенс;Джастин Тимберлейк, Райдер Аллен;7,2;41818
https://www.kinopoisk.ru//film/1283945/;Война будущего;The Tomorrow War;2021;138;США;фантастика;Крис МакКей;Крис Пратт, Ивонн Страховски;6,3;98407
https://www.kinopoisk.ru//film/1263384/;Бекки;Becky;2020;93;США;боевик;Джонатан Милотт;Лулу Уилсон, Кевин Джеймс;6,0;12765
https://www.kinopoisk.ru//film/458/;Корпорация монстров;Monsters, Inc.;2001;92;США;мультфильм;Пит Доктер;Джон Гудман, Билли Кристал;8,1;491983
https://www.kinopoisk.ru//film/11637/;Девятые врата;The Ninth Gate;1999;133;Франция;триллер;Роман Полански;Джонни Депп, Фрэнк Ланджелла;7,4;100617
https://www.kinopoisk.ru//film/1044450/;Форсаж: Хоббс и Шоу;Fast & Furious Presents: Hobbs & Shaw;2019;137;США;боевик;Дэвид Литч;Дуэйн Джонсон, Джейсон Стэйтем;6,3;274405
https://www.kinopoisk.ru//film/3547/;Факультет;The Faculty;1998;104;США;ужасы;Роберт Родригес;Элайджа Вуд, Джош Хартнетт;7,3;146635
https://www.kinopoisk.ru//film/9552/;Миссия: невыполнима 3;Mission: Impossible III;2006;126;США;боевик;Джей Джей Абрамс;Том Круз, Филип Сеймур Хоффман;7,0;95818
https://www.kinopoisk.ru//film/1129900/;Тихое место 2;A Quiet Place Part II;2020;97;США;ужасы;Джон Красински;Эмили Блант, Миллисент Симмондс;6,6;121025
https://www.kinopoisk.ru//film/82441/;Человек-паук 3: Враг в отражении;Spider-Man 3;2007;139;США;фантастика;Сэм Рэйми;Тоби Магуайр, Кирстен Данст;7,1;335474
