Ссылка;Название;Название ин.;Дата выхода;Длительность;Страна;Жанр;Режиссёр;В главных ролях;РейтингКол-во оценок
https://www.kinopoisk.ru//film/447301/;Начало;Inception;2010;148;США;фантастика;Кристофер Нолан;Леонардо ДиКаприо, Джозеф Гордон-Левитт;8,7;928594
https://www.kinopoisk.ru//film/4769135/;Судзумэ, закрывающая двери;Suzume no tojimari;2022;121;Япония;аниме;Макото Синкай;Нанока Хара, Хокуто Мацумура;7,8;8590
https://www.kinopoisk.ru//film/1395369/;Леди Баг и Супер-Кот: Пробуждение силы;Ladybug & Cat Noir: Awakening;2023;105;Франция;мультфильм;Джереми Заг;Анук Отбуа, Бенжамин Болен;0;0
https://www.kinopoisk.ru//film/361/;Бойцовский клуб;Fight Club;1999;139;США;триллер;Дэвид Финчер;Эдвард Нортон, Брэд Питт;8,7;869196
https://www.kinopoisk.ru//film/4700336/;Моё прекрасное несчастье;Beautiful Disaster;2022;105;США;комедия;Роджер Камбл;Дилан Спроус, Вирджиния Гарднер;6,5;172455
https://www.kinopoisk.ru//film/4370148/;Чебурашка;no eng title;2022;113;Россия;семейный;Дмитрий Дьяченко;Сергей Гармаш, Ольга Кузьмина;7,3;371777
https://www.kinopoisk.ru//film/5117304/;Эскортница;no eng title;2023;90;Россия;триллер;Михаил Погосов;Анна Старшенбаум, Дмитрий Нагиев;4,7;9174
https://www.kinopoisk.ru//film/837552/;Сделано в Америке;American Made;2017;115;США;боевик;Даг Лайман;Том Круз, Донал Глисон;7,3;154290
https://www.kinopoisk.ru//film/432725/;Муви 43;Movie 43;2013;100;США;комедия;Стивен Брилл;Хью Джекман, Кейт Уинслет;5,0;187586
https://www.kinopoisk.ru//film/341/;Амели;Le Fabuleux destin d'Amlie Poulain;2001;122;Франция;мелодрама;Жан-Пьер Жёне;Одри Тоту, Матьё Кассовиц;8,0;328797
https://www.kinopoisk.ru//film/1045585/;Сердце пармы;no eng title;2022;159;Россия;драма;Антон Мегердичев;Александр Кузнецов, Елена Ербакова;6,7;108704
https://www.kinopoisk.ru//film/683919/;Снайпер;American Sniper;2014;132;США;боевик;Клинт Иствуд;Брэдли Купер, Сиенна Миллер;7,0;143520
https://www.kinopoisk.ru//film/1209777/;Уроки фарси;Persian Lessons;2020;128;Россия;драма;Вадим Перельман;Науэль Перес Бискаярт, Ларс Айдингер;7,9;195454
https://www.kinopoisk.ru//film/1008113/;Таксист;Taeksi unjeonsa;2017;137;Корея;история;Чан Хун;Сон Кан-хо, Томас Кречман;8,2;123766
https://www.kinopoisk.ru//film/255611/;Искупление;Atonement;2007;120;Великобритания;драма;Джо Райт;Кира Найтли, Джеймс МакЭвой;8,0;203247
https://www.kinopoisk.ru//film/1049727/;Анна;Anna;2019;118;Франция;боевик;Люк Бессон;Саша Лусс, Хелен Миррен;6,4;142390
https://www.kinopoisk.ru//film/4992420/;SuperАлиби 2;Alibi.com 2;2023;88;Франция;комедия;Филипп Лашо;Филипп Лашо, Элоди Фонтан;6,8;1389
https://www.kinopoisk.ru//film/8221/;Мой сосед Тоторо;Tonari no Totoro;1988;86;Япония;аниме;Хаяо Миядзаки;Норико Хидака, Тика Сакамото;8,2;206958
https://www.kinopoisk.ru//film/104927/;Отпуск по обмену;The Holiday;2006;136;США;мелодрама;Нэнси Майерс;Кэмерон Диас, Кейт Уинслет;7,8;373294
https://www.kinopoisk.ru//film/5078983/;Мажор в Сочи;no eng title;2022;109;Россия;приключения;Никита Власов;Павел Прилучный, Павел Чинарёв;7,1;554038
https://www.kinopoisk.ru//film/933839/;Мавка. Лесная песня;no eng title;2022;85;Украина;мультфильм;Александра Рубан;Артём Пивоваров, Елена Кравец;0;0
https://www.kinopoisk.ru//film/893487/;На пятьдесят оттенков темнее;Fifty Shades Darker;2017;118;США;триллер;Джеймс Фоули;Дакота Джонсон, Джейми Дорнан;5,3;114927
https://www.kinopoisk.ru//film/463724/;Великий Гэтсби;The Great Gatsby;2013;143;Австралия;драма;Баз Лурман;Леонардо ДиКаприо, Тоби Магуайр;7,9;431064
https://www.kinopoisk.ru//film/1183599/;Огонь;no eng title;2020;131;Россия;драма;Алексей Нужный;Константин Хабенский, Иван Янковский;7,8;338552
https://www.kinopoisk.ru//film/4510739/;Пропавшая;Last Seen Alive;2022;95;США;боевик;Брайан Гудман;Джерард Батлер, Джейми Александер;6,4;106776
https://www.kinopoisk.ru//film/4474320/;Всевидящее око;The Pale Blue Eye;2022;128;США;детектив;Скотт Купер;Кристиан Бэйл, Гарри Меллинг;6,4;18789
https://www.kinopoisk.ru//film/321842/;Предложение;The Proposal;2009;108;США;мелодрама;Энн Флетчер;Сандра Буллок, Райан Рейнольдс;7,7;477539
https://www.kinopoisk.ru//film/260162/;Далласский клуб покупателей;Dallas Buyers Club;2013;118;США;драма;Жан-Марк Валле;Мэттью МакКонахи, Дженнифер Гарнер;7,9;393967
https://www.kinopoisk.ru//film/427122/;Добро пожаловать в Zомбилэнд;Zombieland;2009;84;США;ужасы;Рубен Фляйшер;Джесси Айзенберг, Вуди Харрельсон;7,4;331343
https://www.kinopoisk.ru//film/20590/;Куб;Cube;1997;90;Канада;фантастика;Винченцо Натали;Николь де Бур, Никки Гуаданьи;7,2;112555
https://www.kinopoisk.ru//film/738/;Жизнь Дэвида Гейла;The Life of David Gale;2002;130;Великобритания;триллер;Алан Паркер;Кевин Спейси, Кейт Уинслет;8,1;250758
https://www.kinopoisk.ru//film/322/;Гарри Поттер и узник Азкабана;Harry Potter and the Prisoner of Azkaban;2004;142;Великобритания;фэнтези;Альфонсо Куарон;Дэниэл Рэдклифф, Руперт Гринт;8,2;616557
https://www.kinopoisk.ru//film/464282/;Впритык;Due Date;2010;95;США;комедия;Тодд Филлипс;Роберт Дауни мл., Зак Галифианакис;7,2;232960
https://www.kinopoisk.ru//film/1072788/;Дьявол всегда здесь;The Devil All the Time;2020;138;США;триллер;Антонио Кампос;Том Холланд, Дональд Рэй Поллок;7,1;60752
https://www.kinopoisk.ru//film/646674/;Планета обезьян: Революция;Dawn of the Planet of the Apes;2014;130;США;фантастика;Мэтт Ривз;Энди Серкис, Джейсон Кларк;7,1;139977
https://www.kinopoisk.ru//film/1449103/;При чём тут любовь?;What's Love Got to Do with It?;2022;108;Великобритания;мелодрама;Шекхар Капур;Лили Джеймс, Шазад Латиф;7,4;68169
https://www.kinopoisk.ru//film/3797/;Адвокат дьявола;The Devil's Advocate;1997;144;США;триллер;Тейлор Хэкфорд;Киану Ривз, Аль Пачино;8,2;436877
https://www.kinopoisk.ru//film/817969/;Убийство в Восточном экспрессе;Murder on the Orient Express;2017;114;США;детектив;Кеннет Брана;Кеннет Брана, Пенелопа Крус;6,9;323370
https://www.kinopoisk.ru//film/1274271/;Родные;no eng title;2021;98;Россия;комедия;Илья Аксенов;Сергей Бурунов, Ирина Пегова;7,2;189861
https://www.kinopoisk.ru//film/4986913/;Маленький костяной домик;Little Bone Lodge;2023;93;Великобритания;ужасы;Матиас Хёне;Джоэли Ричардсон, Нил Линпоу;5,7;652
https://www.kinopoisk.ru//film/4996/;Общество мертвых поэтов;Dead Poets Society;1989;128;США;драма;Питер Уир;Робин Уильямс, Роберт Шон Леонард;8,2;199194
https://www.kinopoisk.ru//film/81297/;Малышка на миллион;Million Dollar Baby;2004;132;США;драма;Клинт Иствуд;Клинт Иствуд, Хилари Суэнк;8,1;270851
https://www.kinopoisk.ru//film/61249/;Тачки;Cars;2006;112;США;мультфильм;Джон Лассетер;Оуэн Уилсон, Пол Ньюман;7,5;382809
https://www.kinopoisk.ru//film/4500944/;Стрела возмездия;Avarice;2022;88;Австралия;боевик;Джон В. Сото;Джиллиан Алекси, Люк Форд;6,1;11316
https://www.kinopoisk.ru//film/843772/;Фантастические твари: Тайны Дамблдора;Fantastic Beasts: The Secrets of Dumbledore;2022;142;Великобритания;фэнтези;Дэвид Йейтс;Эдди Редмэйн, Джуд Лоу;6,0;95416
https://www.kinopoisk.ru//film/49166/;Коралина в Стране Кошмаров;Coraline;2008;100;США;мультфильм;Генри Селик;Дакота Фаннинг, Кит Дэвид;7,8;219446
https://www.kinopoisk.ru//film/7715/;Фотоувеличение;Blow-Up;1966;111;Великобритания;триллер;Микеланджело Антониони;Ванесса Редгрейв, Сара Майлз;7,7;26152
https://www.kinopoisk.ru//film/558393/;Серый человек;The Gray Man;2022;120;США;боевик;Энтони Руссо;Райан Гослинг, Крис Эванс;6,5;39763
https://www.kinopoisk.ru//film/463634/;Веном;Venom;2018;112;США;фантастика;Рубен Фляйшер;Том Харди, Мишель Уильямс;6,9;794934
https://www.kinopoisk.ru//film/976642/;Последний богатырь;no eng title;2017;114;Россия;комедия;Дмитрий Дьяченко;Виктор Хориняк, Мила Сивацкая;7,0;432093
https://www.kinopoisk.ru//film/464484/;Облачный атлас;Cloud Atlas;2012;172;США;фантастика;Лана Вачовски;Том Хэнкс, Холли Берри;7,7;299441
https://www.kinopoisk.ru//film/195239/;Предчувствие;Premonition;2007;96;США;фэнтези;Меннан Япо;Сандра Буллок, Джулиан МакМэхон;7,4;127361
https://www.kinopoisk.ru//film/645118/;Головоломка;Inside Out;2015;95;США;мультфильм;Пит Доктер;Эми Полер, Филлис Смит;8,1;572656
https://www.kinopoisk.ru//film/909898/;Под покровом ночи;Nocturnal Animals;2016;116;США;триллер;Том Форд;Эми Адамс, Джейк Джилленхол;7,3;164151
https://www.kinopoisk.ru//film/195524/;Я — легенда;I Am Legend;2007;96;США;ужасы;Фрэнсис Лоуренс;Уилл Смит, Алиси Брага;7,9;475098
https://www.kinopoisk.ru//film/1125418/;Телохранитель жены киллера;Hitman's Wife's Bodyguard;2020;100;Великобритания;боевик;Патрик Хьюз;Райан Рейнольдс, Сэмюэл Л. Джексон;6,5;130386
https://www.kinopoisk.ru//film/77720/;Идиократия;Idiocracy;2005;84;США;фантастика;Майк Джадж;Люк Уилсон, Майя Рудольф;6,6;79394
https://www.kinopoisk.ru//film/81289/;Война миров;War of the Worlds;2005;116;США;фантастика;Стивен Спилберг;Том Круз, Дакота Фаннинг;7,1;225355
https://www.kinopoisk.ru//film/409/;Сияние;The Shining;1980;144;США;триллер;Стэнли Кубрик;Джек Николсон, Шелли Дювалл;7,8;247153
https://www.kinopoisk.ru//film/718811/;Прибытие;Arrival;2016;116;США;фантастика;Дени Вильнёв;Эми Адамс, Джереми Реннер;7,6;343004
https://www.kinopoisk.ru//film/5129/;Американский пирог;American Pie;1999;96;США;комедия;Пол Вайц;Джейсон Биггз, Крис Клейн;7,2;156130
https://www.kinopoisk.ru//film/1262160/;Отец;The Father;2020;97;Великобритания;драма;Флориан Зеллер;Энтони Хопкинс, Оливия Колман;7,8;114646
https://www.kinopoisk.ru//film/4907342/;Родители строгого режима;no eng title;2022;79;Россия;комедия;Никита Владимиров;Алиса Фрейндлих, Александр Адабашьян;7,2;63607
https://www.kinopoisk.ru//film/77443/;Город грехов;Sin City;2005;124;США;боевик;Фрэнк Миллер;Брюс Уиллис, Микки Рурк;7,9;265427
https://www.kinopoisk.ru//film/609349/;Тело;El cuerpo;2012;112;Испания;триллер;Ориол Паоло;Хосе Коронадо, Уго Сильва;7,3;216451
https://www.kinopoisk.ru//film/1091/;Люди в чёрном;Men in Black;1997;98;США;фантастика;Барри Зонненфельд;Томми Ли Джонс, Уилл Смит;8,0;449778
https://www.kinopoisk.ru//film/4841224/;Многоэтажка;no eng title;2022;99;Россия;триллер;Антон Маслов;Денис Никифоров, Дарья Щербакова;7,1;61035
https://www.kinopoisk.ru//film/575613/;Бегущий в лабиринте;The Maze Runner;2014;113;Великобритания;фантастика;Уэс Болл;Дилан О’Брайен, Томас Сэнгстер;6,8;322508
https://www.kinopoisk.ru//film/978552/;Миссис Харрис едет в Париж;Mrs. Harris Goes to Paris;2022;115;Великобритания;драма;Энтони Фабиан;Лесли Мэнвилл, Изабель Юппер;7,4;10262
https://www.kinopoisk.ru//film/817324/;Убийца;Sicario;2015;121;США;боевик;Дени Вильнёв;Эмили Блант, Бенисио Дель Торо;7,2;130676
https://www.kinopoisk.ru//film/470689/;Пассажиры;Passengers;2016;116;США;фантастика;Мортен Тильдум;Дженнифер Лоуренс, Крис Пратт;7,2;404002
https://www.kinopoisk.ru//film/1344821/;Главная роль;Competencia oficial;2021;115;Испания;драма;Мариано Кон;Пенелопа Крус, Антонио Бандерас;7,0;72967
https://www.kinopoisk.ru//film/461939/;Линкольн для адвоката;The Lincoln Lawyer;2011;114;США;криминал;Брэд Фурман;Мэттью МакКонахи, Мариса Томей;7,9;387037
https://www.kinopoisk.ru//film/5167/;Эффект бабочки;The Butterfly Effect;2003;113;США;фантастика;Эрик Бресс;Эштон Кутчер, Эми Смарт;8,2;490808
https://www.kinopoisk.ru//film/807339/;Маленькие женщины;Little Women;2019;135;США;драма;Грета Гервиг;Сирша Ронан, Эмма Уотсон;7,8;227379
https://www.kinopoisk.ru//film/6695/;Звёздные войны: Эпизод 1 — Скрытая угроза;Star Wars: Episode I - The Phantom Menace;1999;136;США;фантастика;Джордж Лукас;Лиам Нисон, Юэн Макгрегор;7,9;348316
https://www.kinopoisk.ru//film/779602/;Кто я;Who Am I - Kein System ist sicher;2014;102;Германия;фантастика;Баран бо Одар;Том Шиллинг, Элиас М’Барек;7,4;105651
https://www.kinopoisk.ru//film/5106374/;Король неба;Chang kong zhi wang;2023;127;Китай;боевик;Лю Сяоши;Ван Ибо, Ху Цзюнь;7,7;2722
https://www.kinopoisk.ru//film/841700/;Марсианин;The Martian;2015;144;США;фантастика;Ридли Скотт;Мэтт Дэймон, Джессика Честейн;7,8;617982
https://www.kinopoisk.ru//film/775276/;Зверополис;Zootopia;2016;108;США;мультфильм;Байрон Ховард;Джиннифер Гудвин, Джейсон Бейтман;8,3;930424
https://www.kinopoisk.ru//film/6034/;Невероятная жизнь Уолтера Митти;The Secret Life of Walter Mitty;2013;114;США;комедия;Бен Стиллер;Бен Стиллер, Кристен Уиг;7,7;291647
https://www.kinopoisk.ru//film/1009713/;Белоснежка;Snow White;2024;0;США;мюзикл;Марк Уэбб;Галь Гадот, Рэйчел Зеглер;0;0
https://www.kinopoisk.ru//film/732625/;Ампир V;no eng title;2022;114;Россия;фэнтези;Виктор Гинзбург;Павел Табаков, Таисия Радченко;0;0
https://www.kinopoisk.ru//film/468102/;О чём говорят мужчины;no eng title;2010;93;Россия;комедия;Дмитрий Дьяченко;Леонид Барац, Александр Демидов;7,8;307960
https://www.kinopoisk.ru//film/635772/;Игра в имитацию;The Imitation Game;2014;114;Великобритания;биография;Мортен Тильдум;Бенедикт Камбербэтч, Кира Найтли;7,6;255094
https://www.kinopoisk.ru//film/77711/;Код Да Винчи;The Da Vinci Code;2006;149;США;триллер;Рон Ховард;Том Хэнкс, Одри Тоту;7,3;212060
https://www.kinopoisk.ru//film/196604/;Нефть;There Will Be Blood;2007;158;США;драма;Пол Томас Андерсон;Дэниэл Дэй-Льюис, Пол Дано;7,8;125125
https://www.kinopoisk.ru//film/1142637/;Быть Сальвадором Дали;Dalland;2022;97;США;драма;Мэри Хэррон;Бен Кингсли, Барбара Зукова;7,0;4604
https://www.kinopoisk.ru//film/7640/;Двухсотлетний человек;Bicentennial Man;1999;126;Германия;фантастика;Крис Коламбус;Робин Уильямс, Эмбет Дэвидц;8,1;184748
https://www.kinopoisk.ru//film/1346399/;Статус;no eng title;2023;75;Россия;драма;Виталий Белян;Нурминский, Давид Нуриев;0;0
https://www.kinopoisk.ru//film/706019/;Не время умирать;No Time to Die;2020;163;Великобритания;боевик;Кэри Дзёдзи Фукунага;Дэниэл Крэйг, Рами Малек;7,0;143315
https://www.kinopoisk.ru//film/378140/;Рок-н-рольщик;RocknRolla;2008;114;Великобритания;криминал;Гай Ричи;Джерард Батлер, Том Уилкинсон;7,8;288844
https://www.kinopoisk.ru//film/939785/;Остров собак;Isle of Dogs;2018;101;США;мультфильм;Уэс Андерсон;Брайан Крэнстон, Кою Ранкин;8,1;125210
https://www.kinopoisk.ru//film/485311/;Король говорит!;The King's Speech;2010;118;Великобритания;драма;Том Хупер;Колин Фёрт, Джеффри Раш;8,0;348219
https://www.kinopoisk.ru//film/5126797/;Я на перемотке!;no eng title;2022;89;Россия;комедия;Никита Владимиров;Андрей Бурковский, Ксения Теплова;7,6;140293
https://www.kinopoisk.ru//film/824437/;Меч короля Артура;King Arthur: Legend of the Sword;2017;126;Великобритания;фэнтези;Гай Ричи;Чарли Ханнэм, Астрид Берже-Фрисби;7,2;307740
https://www.kinopoisk.ru//film/420224/;Сумерки. Сага. Новолуние;The Twilight Saga: New Moon;2009;130;США;фэнтези;Крис Вайц;Кристен Стюарт, Кристина Ястржембска;6,0;218856
https://www.kinopoisk.ru//film/466/;Малхолланд Драйв;Mulholland Dr.;2001;147;США;триллер;Дэвид Линч;Наоми Уоттс, Лаура Хэрринг;7,7;141718
https://www.kinopoisk.ru//film/350/;Славные парни;Goodfellas;1990;140;США;драма;Мартин Скорсезе;Роберт Де Ниро, Рэй Лиотта;8,1;190375
https://www.kinopoisk.ru//film/1411988/;После. Долго и счастливо;After Ever Happy;2022;95;США;мелодрама;Кастиль Лэндон;Джозефин Лэнгфорд, Хиро Файнс Тиффин;5,9;102910
https://www.kinopoisk.ru//film/1389553/;За пивом!;The Greatest Beer Run Ever;2022;126;США;комедия;Питер Фаррелли;Зак Эфрон, Рассел Кроу;7,4;30370
https://www.kinopoisk.ru//film/418762/;Экзамен;Exam;2009;101;Великобритания;ужасы;Стюарт Хэзелдайн;Адар Бек, Джемма Чан;7,0;160242
https://www.kinopoisk.ru//film/571/;Схватка;Heat;1995;171;США;боевик;Майкл Манн;Аль Пачино, Роберт Де Ниро;8,0;144696
https://www.kinopoisk.ru//film/4633045/;Пурпурные сердца;Purple Hearts;2022;122;США;драма;Элизабет Аллен;София Карсон, Николас Голицын;7,2;30537
https://www.kinopoisk.ru//film/468223/;Девушка и смерть;no eng title;2012;127;Россия;драма;Йос Стеллинг;Леонид Бичевин, Сильвия Хукс;6,8;3865
https://www.kinopoisk.ru//film/5090/;Евротур;EuroTrip;2004;90;США;комедия;Джефф Шаффер;Скотт Мехловиц, Джейкоб Питтс;7,6;203467
https://www.kinopoisk.ru//film/399553/;Муха;no eng title;2008;90;Россия;драма;Владимир Котт;Александра Тюфтей, Алексей Кравченко;6,3;1972
https://www.kinopoisk.ru//film/89514/;Рататуй;Ratatouille;2007;111;США;мультфильм;Брэд Бёрд;Пэттон Освальт, Иэн Холм;8,0;697123
https://www.kinopoisk.ru//film/453406/;Безумный Макс: Дорога ярости;Mad Max: Fury Road;2015;120;Австралия;боевик;Джордж Миллер;Том Харди, Шарлиз Терон;7,8;374542
https://www.kinopoisk.ru//film/1287544/;Капитан Марвел 2;The Marvels;2023;0;США;фэнтези;Ниа ДаКоста;Сэмюэл Л. Джексон, Бри Ларсон;0;0
https://www.kinopoisk.ru//film/5171040/;Голод;Hunger;2023;146;Таиланд;драма;Ситисири Монгколсири;Чутимон Чынгчаренсукйинг, Нопачай Чайянам;6,6;2456
https://www.kinopoisk.ru//film/41520/;Брат 2;no eng title;2000;127;Россия;боевик;Алексей Балабанов;Сергей Бодров мл., Виктор Сухоруков;8,2;859790
https://www.kinopoisk.ru//film/888154/;Пес-самурай и город кошек;Paws of Fury: The Legend of Hank;2022;98;США;мультфильм;Крис Бэйли;Майкл Сера, Сэмюэл Л. Джексон;7,2;85047
https://www.kinopoisk.ru//film/1355291/;Последствия;The Fallout;2021;96;США;драма;Меган Парк;Дженна Ортега, Мэдди Зиглер;6,4;15491
https://www.kinopoisk.ru//film/688/;Гарри Поттер и Тайная комната;Harry Potter and the Chamber of Secrets;2002;161;Великобритания;фэнтези;Крис Коламбус;Дэниэл Рэдклифф, Руперт Гринт;8,1;593361
