Ссылка;Название;Название ин.;Дата выхода;Длительность;Страна;Жанр;Режиссёр;В главных ролях;РейтингКол-во оценок
https://www.kinopoisk.ru//film/42782/;Операция «Ы» и другие приключения Шурика;no eng title;1965;95;СССР;комедия;Леонид Гайдай;Александр Демьяненко, Наталья Селезнёва;8,7;138997
https://www.kinopoisk.ru//film/111543/;Темный рыцарь;The Dark Knight;2008;152;США;фантастика;Кристофер Нолан;Кристиан Бэйл, Хит Леджер;8,7;69672
https://www.kinopoisk.ru//film/1143242/;Джентльмены;The Gentlemen;2019;113;Великобритания;криминал;Гай Ричи;Мэттью МакКонахи, Чарли Ханнэм;8,7;363826
https://www.kinopoisk.ru//film/689/;Гарри Поттер и философский камень;Harry Potter and the Sorcerer's Stone;2001;152;Великобритания;фэнтези;Крис Коламбус;Дэниэл Рэдклифф, Руперт Гринт;8,6;188061
https://www.kinopoisk.ru//film/43395/;...А зори здесь тихие;no eng title;1972;160;СССР;драма;Станислав Ростоцкий;Елена Драпеко, Екатерина Маркова;8,6;32231
https://www.kinopoisk.ru//film/4374/;Пираты Карибского моря: Проклятие Черной жемчужины;Pirates of the Caribbean: The Curse of the Black Pearl;2003;143;США;фэнтези;Гор Вербински;Джонни Депп, Джеффри Раш;8,6;157983
https://www.kinopoisk.ru//film/447301/;Начало;Inception;2010;148;США;фантастика;Кристофер Нолан;Леонардо ДиКаприо, Джозеф Гордон-Левитт;8,6;66648
https://www.kinopoisk.ru//film/324/;Поймай меня, если сможешь;Catch Me If You Can;2002;141;США;криминал;Стивен Спилберг;Леонардо ДиКаприо, Том Хэнкс;8,6;155295
https://www.kinopoisk.ru//film/42770/;Они сражались за Родину;no eng title;1975;160;СССР;драма;Сергей Бондарчук;Василий Шукшин, Вячеслав Тихонов;8,6;41506
https://www.kinopoisk.ru//film/474/;Гладиатор;Gladiator;2000;155;США;история;Ридли Скотт;Рассел Кроу, Хоакин Феникс;8,6;82976
https://www.kinopoisk.ru//film/2213/;Титаник;Titanic;1997;194;США;мелодрама;Джеймс Кэмерон;Леонардо ДиКаприо, Кейт Уинслет;8,6;133300
https://www.kinopoisk.ru//film/526/;Большой куш;Snatch;2000;104;Великобритания;криминал;Гай Ричи;Джейсон Стэйтем, Стивен Грэм;8,6;118744
https://www.kinopoisk.ru//film/957887/;Клаус;Klaus;2019;96;Испания;мультфильм;Серхио Паблос;Джейсон Шварцман, Дж.К. Симмонс;8,6;22795
https://www.kinopoisk.ru//film/1219177/;Человек-паук: Паутина вселенных;Spider-Man: Across the Spider-Verse;2023;140;США;мультфильм;Жуакин Душ Сантуш;Шамеик Мур, Хейли Стайнфелд;8,6;52860
https://www.kinopoisk.ru//film/77335/;Собачье сердце;no eng title;1988;136;СССР;фантастика;Владимир Бортко;Владимир Толоконников, Евгений Евстигнеев;8,6;76512
https://www.kinopoisk.ru//film/407636/;Гарри Поттер и Дары Смерти: Часть II;Harry Potter and the Deathly Hallows: Part 2;2011;130;Великобритания;фэнтези;Дэвид Йейтс;Дэниэл Рэдклифф, Руперт Гринт;8,6;75247
https://www.kinopoisk.ru//film/8124/;Один дома;Home Alone;1990;103;США;комедия;Крис Коламбус;Маколей Калкин, Джо Пеши;8,6;260510
https://www.kinopoisk.ru//film/688/;Гарри Поттер и Тайная комната;Harry Potter and the Chamber of Secrets;2002;161;Великобритания;фэнтези;Крис Коламбус;Дэниэл Рэдклифф, Руперт Гринт;8,6;121990
https://www.kinopoisk.ru//film/46225/;Бриллиантовая рука;no eng title;1968;94;СССР;комедия;Леонид Гайдай;Юрий Никулин, Андрей Миронов;8,6;100757
https://www.kinopoisk.ru//film/25108/;В бой идут одни «старики»;no eng title;1973;87;СССР;военный;Леонид Быков;Леонид Быков, Сергей Подгорный;8,6;60097
https://www.kinopoisk.ru//film/389/;Леон;Lon;1994;133;Франция;боевик;Люк Бессон;Жан Рено, Натали Портман;8,6;59891
https://www.kinopoisk.ru//film/44745/;Кавказская пленница, или Новые приключения Шурика;no eng title;1966;82;СССР;комедия;Леонид Гайдай;Александр Демьяненко, Наталья Варлей;8,6;112523
https://www.kinopoisk.ru//film/453406/;Безумный Макс: Дорога ярости;Mad Max: Fury Road;2015;120;Австралия;боевик;Джордж Миллер;Том Харди, Шарлиз Терон;8,0;35161
https://www.kinopoisk.ru//film/854/;Такси 2;Taxi 2;2000;88;Франция;боевик;Жерар Кравчик;Сами Насери, Фредерик Дифенталь;8,0;59254
https://www.kinopoisk.ru//film/45524/;Чучело;no eng title;1983;127;СССР;драма;Ролан Быков;Кристина Орбакайте, Юрий Никулин;8,0;13765
https://www.kinopoisk.ru//film/1024435/;Это чертово сердце;Dieses bescheuerte Herz;2017;104;Германия;драма;Марк Ротемунд;Элиас М’Барек, Филип Шварц;8,0;18283
https://www.kinopoisk.ru//film/7108/;Кто подставил кролика Роджера;Who Framed Roger Rabbit;1988;103;США;мультфильм;Роберт Земекис;Боб Хоскинс, Кристофер Ллойд;8,0;16259
https://www.kinopoisk.ru//film/77443/;Город грехов;Sin City;2005;124;США;боевик;Фрэнк Миллер;Брюс Уиллис, Микки Рурк;8,0;31951
https://www.kinopoisk.ru//film/2494/;Казино;Casino;1995;171;США;драма;Мартин Скорсезе;Роберт Де Ниро, Шэрон Стоун;8,0;11069
https://www.kinopoisk.ru//film/46683/;Молодая жена;no eng title;1978;97;СССР;драма;Леонид Менакер;Анна Каменкова, Владлен Бирюков;8,0;14791
https://www.kinopoisk.ru//film/716041/;Жизнь Кабачка;Ma vie de Courgette;2016;66;Швейцария;мультфильм;Клод Баррас;Гаспар Шлэттер, Сикстин Мюра;8,0;5512
https://www.kinopoisk.ru//film/46376/;Небесный тихоход;no eng title;1945;83;СССР;комедия;Семен Тимошенко;Николай Крючков, Василий Меркурьев;8,0;9784
https://www.kinopoisk.ru//film/464/;Человек-слон;The Elephant Man;1980;125;США;драма;Дэвид Линч;Энтони Хопкинс, Джон Хёрт;8,0;5493
https://www.kinopoisk.ru//film/464561/;Цветы войны;Jin ling shi san chai;2011;146;Китай;военный;Чжан Имоу;Кристиан Бэйл, Ни Ни;8,0;11649
https://www.kinopoisk.ru//film/963343/;Форма голоса;Koe no katachi;2016;130;Япония;аниме;Наоко Ямада;Мию Ирино, Саори Хаями;8,0;16927
https://www.kinopoisk.ru//film/46318/;Освобождение: Направление главного удара;no eng title;1970;123;СССР;драма;Юрий Озеров;Михаил Ульянов, Владлен Давыдов;8,0;6567
https://www.kinopoisk.ru//film/1048334/;Джокер;Joker;2019;122;США;драма;Тодд Филлипс;Хоакин Феникс, Роберт Де Ниро;8,0;60194
https://www.kinopoisk.ru//film/495518/;Один день;One Day;2011;103;США;драма;Лоне Шерфиг;Энн Хэтэуэй, Джим Стёрджесс;8,0;31338
https://www.kinopoisk.ru//film/887535/;Не/смотря ни на что;Mein Blind Date mit dem Leben;2017;111;Германия;комедия;Марк Ротемунд;Костя Улльман, Якоб Маченц;8,0;43651
https://www.kinopoisk.ru//film/1996/;Грязные танцы;Dirty Dancing;1987;100;США;драма;Эмиль Ардолино;Дженнифер Грей, Патрик Суэйзи;8,0;28813
https://www.kinopoisk.ru//film/806934/;Голос;Boychoir;2014;103;США;драма;Франсуа Жирар;Дастин Хоффман, Кэти Бейтс;8,0;19501
https://www.kinopoisk.ru//film/439/;Город бога;Cidade de Deus;2002;130;Бразилия;драма;Фернанду Мейреллиш;Алешандре Родригис, Леандру Фирмину;8,0;46491
https://www.kinopoisk.ru//film/77339/;Труффальдино из Бергамо;no eng title;1976;138;СССР;мюзикл;Владимир Воробьев;Константин Райкин, Наталья Гундарева;8,0;10591
https://www.kinopoisk.ru//film/846875/;Восточный ветер 2;Ostwind 2;2015;103;Германия;драма;Катя фон Гарнье;Атила, Ханна Бинке;8,0;10619
https://www.kinopoisk.ru//film/843686/;Лермонтов;no eng title;2014;69;Россия;драма;Максим Беспалый;Владимир Аблогин, Анна Леванова;8,0;28570
https://www.kinopoisk.ru//film/325439/;Чтец;The Reader;2008;124;США;драма;Стивен Долдри;Рэйф Файнс, Кейт Уинслет;8,0;18495
https://www.kinopoisk.ru//film/959365/;Невидимый гость;Contratiempo;2016;106;Испания;триллер;Ориол Паоло;Марио Касас, Ана Вахенер;7,9;31729
https://www.kinopoisk.ru//film/42308/;Три тополя на Плющихе;no eng title;1968;79;СССР;мелодрама;Татьяна Лиознова;Татьяна Доронина, Олег Ефремов;7,9;11040
https://www.kinopoisk.ru//film/6034/;Невероятная жизнь Уолтера Митти;The Secret Life of Walter Mitty;2013;114;США;комедия;Бен Стиллер;Бен Стиллер, Кристен Уиг;7,9;42615
https://www.kinopoisk.ru//film/8232/;Спящая красавица;Sleeping Beauty;1958;75;США;мультфильм;Клайд Джероними;Мэри Коста, Билл Ширли;7,9;15495
https://www.kinopoisk.ru//film/196604/;Нефть;There Will Be Blood;2007;158;США;драма;Пол Томас Андерсон;Дэниэл Дэй-Льюис, Пол Дано;7,9;13211
https://www.kinopoisk.ru//film/571/;Схватка;Heat;1995;171;США;боевик;Майкл Манн;Аль Пачино, Роберт Де Ниро;7,9;14270
https://www.kinopoisk.ru//film/44623/;Гусарская баллада;no eng title;1962;96;СССР;мюзикл;Эльдар Рязанов;Лариса Голубкина, Юрий Яковлев;7,9;12570
https://www.kinopoisk.ru//film/413362/;Миллионер из трущоб;Slumdog Millionaire;2008;120;Великобритания;криминал;Дэнни Бойл;Дев Патель, Фрида Пинто;7,9;32243
https://www.kinopoisk.ru//film/8228/;Призрак в доспехах;Koukaku Kidoutai;1995;82;Япония;аниме;Мамору Осии;Ацуко Танака, Акио Оцука;7,9;7748
https://www.kinopoisk.ru//film/1128826/;Пончары. Глобальное закругление;Extinct;2020;82;США;мультфильм;Дэвид Силверман;Адам Дивайн, Рэйчел Блум;7,9;28054
https://www.kinopoisk.ru//film/51481/;Хористы;Les Choristes;2004;95;Франция;драма;Кристоф Барратье;Жерар Жюньо, Франсуа Берлеан;7,9;5035
https://www.kinopoisk.ru//film/158786/;Жизнь Пи;Life of Pi;2012;127;США;фэнтези;Энг Ли;Сурадж Шарма, Ирфан Кхан;7,9;32908
https://www.kinopoisk.ru//film/43332/;Проверка на дорогах;no eng title;1971;97;СССР;драма;Алексей Герман;Ролан Быков, Анатолий Солоницын;7,9;5409
https://www.kinopoisk.ru//film/41109/;Сёстры;no eng title;2001;83;Россия;драма;Сергей Бодров мл.;Оксана Акиньшина, Екатерина Горина;7,9;45604
https://www.kinopoisk.ru//film/980347/;Дыши ради нас;Breathe;2017;118;Великобритания;драма;Энди Серкис;Эндрю Гарфилд, Клэр Фой;7,9;13229
https://www.kinopoisk.ru//film/260101/;Ночь перед Рождеством;no eng title;1951;49;СССР;мультфильм;Валентина Брумберг;Владимир Грибков, Вера Марецкая;7,9;6779
https://www.kinopoisk.ru//film/88198/;Живая сталь;Real Steel;2011;127;США;фантастика;Шон Леви;Хью Джекман, Дакота Гойо;7,9;80735
https://www.kinopoisk.ru//film/6039/;Маска;The Mask;1994;101;США;комедия;Чак Рассел;Джим Керри, Кэмерон Диас;7,9;104220
https://www.kinopoisk.ru//film/472/;Индиана Джонс и последний крестовый поход;Indiana Jones and the Last Crusade;1989;127;США;приключения;Стивен Спилберг;Харрисон Форд, Шон Коннери;7,9;15653
https://www.kinopoisk.ru//film/255129/;Звездный путь;Star Trek;2009;127;США;фантастика;Джей Джей Абрамс;Крис Пайн, Закари Куинто;7,9;30606
https://www.kinopoisk.ru//film/41242/;Классик;no eng title;1998;101;Россия;боевик;Георгий Шенгелия;Сергей Никоненко, Юозас Будрайтис;7,9;22429
https://www.kinopoisk.ru//film/232785/;Господин Никто;Mr. Nobody;2009;138;Бельгия;фантастика;Жако ван Дормель;Джаред Лето, Сара Полли;7,9;38973
https://www.kinopoisk.ru//film/1146303/;Митчеллы против машин;The Mitchells vs the Machines;2020;114;США;мультфильм;Майкл Рианда;Эбби Джейкобсон, Дэнни Макбрайд;7,9;11859
https://www.kinopoisk.ru//film/7636/;Английский пациент;The English Patient;1996;162;США;драма;Энтони Мингелла;Рэйф Файнс, Кристин Скотт Томас;7,9;14177
https://www.kinopoisk.ru//film/45336/;Живые и мертвые;no eng title;1963;201;СССР;драма;Александр Столпер;Кирилл Лавров, Анатолий Папанов;7,9;5476
https://www.kinopoisk.ru//film/976636/;Большая игра;Molly's Game;2017;140;США;биография;Аарон Соркин;Джессика Честейн, Идрис Эльба;7,9;38445
https://www.kinopoisk.ru//film/1108577/;Зеленая книга;Green Book;2018;130;США;биография;Питер Фаррелли;Вигго Мортенсен, Махершала Али;8,6;187820
https://www.kinopoisk.ru//film/280172/;Как приручить дракона;How to Train Your Dragon;2010;98;США;мультфильм;Дин ДеБлуа;Джей Барушель, Джерард Батлер;8,6;92666
https://www.kinopoisk.ru//film/387556/;Хатико: Самый верный друг;Hachi: A Dog's Tale;2008;89;США;драма;Лассе Халльстрём;Ричард Гир, Джоан Аллен;8,6;56818
https://www.kinopoisk.ru//film/42736/;Офицеры;no eng title;1971;91;СССР;драма;Владимир Роговой;Георгий Юматов, Василий Лановой;8,6;37346
https://www.kinopoisk.ru//film/43869/;Служебный роман;no eng title;1977;159;СССР;мелодрама;Эльдар Рязанов;Андрей Мягков, Алиса Фрейндлих;8,5;110126
https://www.kinopoisk.ru//film/41519/;Брат;no eng title;1997;100;Россия;драма;Алексей Балабанов;Сергей Бодров мл., Виктор Сухоруков;8,5;216029
https://www.kinopoisk.ru//film/5273/;Шрэк 2;Shrek 2;2004;93;США;мультфильм;Эндрю Адамсон;Майк Майерс, Эдди Мерфи;8,5;114825
https://www.kinopoisk.ru//film/649917/;По соображениям совести;Hacksaw Ridge;2016;139;Австралия;биография;Мэл Гибсон;Эндрю Гарфилд, Сэм Уортингтон;8,5;109194
https://www.kinopoisk.ru//film/522/;Карты, деньги, два ствола;Lock, Stock and Two Smoking Barrels;1998;107;Великобритания;боевик;Гай Ричи;Джейсон Флеминг, Декстер Флетчер;8,5;39253
https://www.kinopoisk.ru//film/573759/;Остров сокровищ;no eng title;1988;107;СССР;мультфильм;Давид Черкасский;Владимир Заднепровский, Евгений Паперный;8,5;46353
https://www.kinopoisk.ru//film/381/;Жизнь прекрасна;La vita  bella;1997;116;Италия;военный;Роберто Бениньи;Роберто Бениньи, Николетта Браски;8,5;16457
https://www.kinopoisk.ru//film/8221/;Мой сосед Тоторо;Tonari no Totoro;1988;86;Япония;аниме;Хаяо Миядзаки;Норико Хидака, Тика Сакамото;8,5;36399
https://www.kinopoisk.ru//film/586397/;Джанго освобожденный;Django Unchained;2012;165;США;вестерн;Квентин Тарантино;Джейми Фокс, Кристоф Вальц;8,5;113361
https://www.kinopoisk.ru//film/41520/;Брат 2;no eng title;2000;127;Россия;боевик;Алексей Балабанов;Сергей Бодров мл., Виктор Сухоруков;8,5;145342
https://www.kinopoisk.ru//film/470553/;Прислуга;The Help;2011;146;США;драма;Тейт Тейлор;Эмма Стоун, Виола Дэвис;8,5;109492
https://www.kinopoisk.ru//film/355/;Пианист;The Pianist;2002;149;Франция;драма;Роман Полански;Эдриан Броуди, Эмилия Фокс;8,5;61050
https://www.kinopoisk.ru//film/714248/;Песнь моря;Song of the Sea;2014;93;Ирландия;мультфильм;Томм Мур;Дэвид Роул, Брендан Глисон;8,5;25600
https://www.kinopoisk.ru//film/44027/;Судьба человека;no eng title;1959;97;СССР;драма;Сергей Бондарчук;Сергей Бондарчук, Павел Полунин;8,5;24909
https://www.kinopoisk.ru//film/441/;Принцесса Мононоке;Mononoke-hime;1997;134;Япония;аниме;Хаяо Миядзаки;Ёдзи Мацуда, Юрико Исида;8,5;23440
https://www.kinopoisk.ru//film/5502/;Назад в будущее 2;Back to the Future Part II;1989;108;США;фантастика;Роберт Земекис;Майкл Дж. Фокс, Кристофер Ллойд;8,5;44896
https://www.kinopoisk.ru//film/63912/;Укрощение строптивого;Il bisbetico domato;1980;107;Италия;мелодрама;Франко Кастеллано;Адриано Челентано, Орнелла Мути;8,5;77147
https://www.kinopoisk.ru//film/803422/;Пеле: Рождение легенды;Pel: Birth of a Legend;2015;107;США;биография;Джефф Цимбалист;Кевин де Паула, Леонардо Лима Карвальо;8,4;91978
https://www.kinopoisk.ru//film/89514/;Рататуй;Ratatouille;2007;111;США;мультфильм;Брэд Бёрд;Пэттон Освальт, Иэн Холм;8,4;116446
https://www.kinopoisk.ru//film/325/;Крестный отец;The Godfather;1972;175;США;драма;Фрэнсис Форд Коппола;Марлон Брандо, Аль Пачино;8,4;35357
https://www.kinopoisk.ru//film/46745/;Мужики!..;no eng title;1981;97;СССР;драма;Искра Бабич;Александр Михайлов, Ирина Иванова;8,4;31990
https://www.kinopoisk.ru//film/278522/;Хоббит: Нежданное путешествие;The Hobbit: An Unexpected Journey;2012;169;Новая;фэнтези;Питер Джексон;Мартин Фриман, Иэн Маккеллен;8,4;92636
https://www.kinopoisk.ru//film/63991/;Пираты Карибского моря: Сундук мертвеца;Pirates of the Caribbean: Dead Man's Chest;2006;151;США;фэнтези;Гор Вербински;Джонни Депп, Орландо Блум;8,4;104246
https://www.kinopoisk.ru//film/77283/;Тот самый Мюнхгаузен;no eng title;1979;134;СССР;фэнтези;Марк Захаров;Олег Янковский, Инна Чурикова;8,4;24518
https://www.kinopoisk.ru//film/301/;Матрица;The Matrix;1999;136;США;фантастика;Лана Вачовски;Киану Ривз, Лоренс Фишбёрн;8,4;54688
https://www.kinopoisk.ru//film/4871/;Запах женщины;Scent of a Woman;1992;156;США;драма;Мартин Брест;Аль Пачино, Крис О’Доннелл;8,4;34836
https://www.kinopoisk.ru//film/77264/;Шерлок Холмс и доктор Ватсон: Сокровища Агры;no eng title;1983;151;СССР;мелодрама;Игорь Масленников;Василий Ливанов, Виталий Соломин;8,4;17825
https://www.kinopoisk.ru//film/725190/;Одержимость;Whiplash;2013;106;США;драма;Дэмьен Шазелл;Майлз Теллер, Дж.К. Симмонс;8,4;85263
https://www.kinopoisk.ru//film/775276/;Зверополис;Zootopia;2016;108;США;мультфильм;Байрон Ховард;Джиннифер Гудвин, Джейсон Бейтман;8,4;170904
https://www.kinopoisk.ru//film/5928/;Один дома 2: Затерянный в Нью-Йорке;Home Alone 2: Lost in New York;1992;119;США;комедия;Крис Коламбус;Маколей Калкин, Джо Пеши;8,4;191212
https://www.kinopoisk.ru//film/572553/;Маленький принц;Le Petit Prince;2015;108;Франция;мультфильм;Марк Осборн;Джефф Бриджес, Маккензи Фой;8,4;29477
https://www.kinopoisk.ru//film/458/;Корпорация монстров;Monsters, Inc.;2001;92;США;мультфильм;Пит Доктер;Джон Гудман, Билли Кристал;8,4;77757
https://www.kinopoisk.ru//film/8408/;Гарри Поттер и Кубок огня;Harry Potter and the Goblet of Fire;2005;157;Великобритания;фэнтези;Майк Ньюэлл;Дэниэл Рэдклифф, Руперт Гринт;8,4;96701
https://www.kinopoisk.ru//film/2656/;Пятый элемент;The Fifth Element;1997;126;Франция;фантастика;Люк Бессон;Брюс Уиллис, Милла Йовович;8,4;111047
https://www.kinopoisk.ru//film/42571/;Иди и смотри;no eng title;1985;136;СССР;драма;Элем Климов;Алексей Кравченко, Ольга Миронова;8,4;40627
https://www.kinopoisk.ru//film/5277/;Мулан;Mulan;1998;84;США;мультфильм;Тони Бэнкрофт;Эдди Мерфи, Лиа Салонга;8,4;47504
https://www.kinopoisk.ru//film/694633/;Хоббит: Битва пяти воинств;The Hobbit: The Battle of the Five Armies;2014;144;Новая;фэнтези;Питер Джексон;Мартин Фриман, Иэн Маккеллен;8,4;65422
https://www.kinopoisk.ru//film/195334/;Престиж;The Prestige;2006;125;Великобритания;триллер;Кристофер Нолан;Хью Джекман, Кристиан Бэйл;8,4;35375
https://www.kinopoisk.ru//film/327/;Крестный отец 2;The Godfather: Part II;1974;202;США;драма;Фрэнсис Форд Коппола;Аль Пачино, Роберт Де Ниро;8,4;16653
https://www.kinopoisk.ru//film/6006/;Мадагаскар;Madagascar;2005;86;США;мультфильм;Эрик Дарнелл;Бен Стиллер, Крис Рок;8,4;108756
https://www.kinopoisk.ru//film/81314/;Отступники;The Departed;2006;151;США;триллер;Мартин Скорсезе;Леонардо ДиКаприо, Мэтт Дэймон;8,4;31595
https://www.kinopoisk.ru//film/7724/;Летят журавли;no eng title;1957;95;СССР;военный;Михаил Калатозов;Татьяна Самойлова, Алексей Баталов;8,4;19501
https://www.kinopoisk.ru//film/462682/;Волк с Уолл-стрит;The Wolf of Wall Street;2013;180;США;драма;Мартин Скорсезе;Леонардо ДиКаприо, Джона Хилл;8,4;228006
https://www.kinopoisk.ru//film/346/;12 разгневанных мужчин;12 Angry Men;1956;96;США;драма;Сидни Люмет;Генри Фонда, Мартин Болсам;8,4;10213
https://www.kinopoisk.ru//film/4541/;Шоу Трумана;The Truman Show;1998;103;США;драма;Питер Уир;Джим Керри, Лора Линни;8,4;95233
https://www.kinopoisk.ru//film/45146/;Любовь и голуби;no eng title;1984;107;СССР;мелодрама;Владимир Меньшов;Александр Михайлов, Нина Дорошина;8,4;142999
https://www.kinopoisk.ru//film/2361/;Аладдин;Aladdin;1992;90;США;мультфильм;Рон Клементс;Скотт Венгер, Робин Уильямс;8,4;36782
https://www.kinopoisk.ru//film/5619/;Звёздные войны: Эпизод 3 — Месть ситхов;Star Wars: Episode III - Revenge of the Sith;2005;140;США;фантастика;Джордж Лукас;Юэн Макгрегор, Натали Портман;8,4;44996
https://www.kinopoisk.ru//film/2428/;Ведьмина служба доставки;Majo no takkybin;1989;103;Япония;аниме;Хаяо Миядзаки;Минами Такаяма, Рэи Сакума;8,4;21940
https://www.kinopoisk.ru//film/470191/;Невероятный мир глазами Энцо;The Art of Racing in the Rain;2019;109;США;драма;Саймон Кёртис;Кевин Костнер, Майло Вентимилья;8,4;47229
https://www.kinopoisk.ru//film/45660/;Вам и не снилось...;no eng title;1980;86;СССР;драма;Илья Фрэз;Татьяна Аксюта, Никита Михайловский;8,4;34750
https://www.kinopoisk.ru//film/1178267/;Сестрёнка;no eng title;2019;94;Россия;драма;Александр Галибин;Арслан Крымчурин, Марта Кесслер;8,4;104483
https://www.kinopoisk.ru//film/89515/;Гарри Поттер и Принц-полукровка;Harry Potter and the Half-Blood Prince;2009;153;Великобритания;фэнтези;Дэвид Йейтс;Дэниэл Рэдклифф, Руперт Гринт;8,4;77955
https://www.kinopoisk.ru//film/592260/;Эрнест и Селестина: Приключения мышки и медведя;Ernest et Clestine;2012;80;Франция;мультфильм;Стефани Обье;Ламбер Вильсон, Полин Брюннер;8,4;13428
