Ссылка;Название;Название ин.;Дата выхода;Длительность;Страна;Жанр;Режиссёр;В главных ролях;РейтингКол-во оценок
https://www.kinopoisk.ru//film/89515/;Гарри Поттер и Принц-полукровка;Harry Potter and the Half-Blood Prince;2009;153;Великобритания;фэнтези;Дэвид Йейтс;Дэниэл Рэдклифф, Руперт Гринт;8,4;77707
https://www.kinopoisk.ru//film/1178267/;Сестрёнка;no eng title;2019;94;Россия;драма;Александр Галибин;Арслан Крымчурин, Марта Кесслер;8,4;104286
https://www.kinopoisk.ru//film/592260/;Эрнест и Селестина: Приключения мышки и медведя;Ernest et Clestine;2012;80;Франция;мультфильм;Стефани Обье;Ламбер Вильсон, Полин Брюннер;8,4;13373
https://www.kinopoisk.ru//film/848894/;Вторая жизнь Уве;En man som heter Ove;2015;116;Швеция;драма;Ханнес Холм;Рольф Лассгор, Бахар Парс;8,4;129629
https://www.kinopoisk.ru//film/7660/;Холодное лето пятьдесят третьего...;no eng title;1987;102;СССР;драма;Александр Прошкин;Валерий Приёмыхов, Анатолий Папанов;8,4;37852
https://www.kinopoisk.ru//film/102124/;Пираты Карибского моря: На краю света;Pirates of the Caribbean: At World's End;2007;169;США;приключения;Гор Вербински;Джонни Депп, Джеффри Раш;8,4;107717
https://www.kinopoisk.ru//film/46285/;На войне как на войне;no eng title;1968;90;СССР;военный;Виктор Трегубович;Михаил Кононов, Олег Борисов;8,4;16413
https://www.kinopoisk.ru//film/843649/;Мстители: Война бесконечности;Avengers: Infinity War;2018;149;США;фантастика;Энтони Руссо;Роберт Дауни мл., Крис Хемсворт;8,4;102976
https://www.kinopoisk.ru//film/864138/;Лев;Lion;2016;118;Австралия;драма;Гарт Дэвис;Дев Патель, Николь Кидман;8,4;55644
https://www.kinopoisk.ru//film/46789/;12 стульев;no eng title;1971;153;СССР;комедия;Леонид Гайдай;Арчил Гомиашвили, Сергей Филиппов;8,4;45064
https://www.kinopoisk.ru//film/345/;Молчание ягнят;The Silence of the Lambs;1990;118;США;триллер;Джонатан Демме;Джоди Фостер, Энтони Хопкинс;8,3;67804
https://www.kinopoisk.ru//film/399/;Храброе сердце;Braveheart;1995;178;США;история;Мэл Гибсон;Мэл Гибсон, Софи Марсо;8,3;41815
https://www.kinopoisk.ru//film/46068/;Белый Бим Черное ухо;no eng title;1976;183;СССР;драма;Станислав Ростоцкий;Вячеслав Тихонов, Валентина Владимирова;8,3;14694
https://www.kinopoisk.ru//film/41381/;В августе 44-го;no eng title;2001;118;Россия;боевик;Михаил Пташук;Евгений Миронов, Владислав Галкин;8,3;86937
https://www.kinopoisk.ru//film/965754/;Дело храбрых;Only the Brave;2017;134;США;драма;Джозеф Косински;Джош Бролин, Майлз Теллер;8,3;76407
https://www.kinopoisk.ru//film/408876/;Хоббит: Пустошь Смауга;The Hobbit: The Desolation of Smaug;2013;161;Новая;фэнтези;Питер Джексон;Мартин Фриман, Ричард Армитедж;8,3;60855
https://www.kinopoisk.ru//film/775273/;Душа;Soul;2020;106;США;мультфильм;Пит Доктер;Джейми Фокс, Тина Фей;8,3;100560
https://www.kinopoisk.ru//film/436263/;Брестская крепость;no eng title;2010;131;Беларусь;военный;Александр Котт;Алексей Копашов, Андрей Мерзликин;8,3;37212
https://www.kinopoisk.ru//film/325381/;Вверх;Up;2009;96;США;мультфильм;Пит Доктер;Эдвард Эснер, Кристофер Пламмер;8,3;57481
https://www.kinopoisk.ru//film/395787/;Семь жизней;Seven Pounds;2008;118;США;драма;Габриэле Муччино;Уилл Смит, Розарио Доусон;8,3;72765
https://www.kinopoisk.ru//film/8125/;Красотка;Pretty Woman;1990;115;США;мелодрама;Гэрри Маршалл;Ричард Гир, Джулия Робертс;8,3;133490
https://www.kinopoisk.ru//film/5059/;Знакомьтесь, Джо Блэк;Meet Joe Black;1998;178;США;мелодрама;Мартин Брест;Брэд Питт, Энтони Хопкинс;8,3;100100
https://www.kinopoisk.ru//film/527/;День сурка;Groundhog Day;1993;101;США;фэнтези;Харольд Рэмис;Билл Мюррей, Энди Макдауэлл;8,3;83816
https://www.kinopoisk.ru//film/958722/;Твоё имя;Kimi no na wa.;2016;110;Япония;аниме;Макото Синкай;Рюносукэ Камики, Монэ Камисираиси;8,3;32608
https://www.kinopoisk.ru//film/368937/;Приключения Шерлока Холмса и доктора Ватсона: Охота на тигра;no eng title;1980;65;СССР;криминал;Игорь Масленников;Василий Ливанов, Виталий Соломин;8,3;11997
https://www.kinopoisk.ru//film/2513/;Анастасия;Anastasia;1997;94;США;мультфильм;Дон Блут;Мег Райан, Джон Кьюсак;8,3;40507
https://www.kinopoisk.ru//film/530/;Игры разума;A Beautiful Mind;2001;135;США;драма;Рон Ховард;Рассел Кроу, Эд Харрис;8,3;29568
https://www.kinopoisk.ru//film/41431/;Война;no eng title;2002;120;Россия;боевик;Алексей Балабанов;Алексей Чадов, Иэн Келли;8,3;43009
https://www.kinopoisk.ru//film/920265/;Человек-паук: Через вселенные;Spider-Man: Into the Spider-Verse;2018;117;Канада;мультфильм;Боб Персичетти;Шамеик Мур, Джейк Джонсон;8,3;78422
https://www.kinopoisk.ru//film/645118/;Головоломка;Inside Out;2015;95;США;мультфильм;Пит Доктер;Эми Полер, Филлис Смит;8,3;87246
https://www.kinopoisk.ru//film/4996/;Общество мертвых поэтов;Dead Poets Society;1989;128;США;драма;Питер Уир;Робин Уильямс, Роберт Шон Леонард;8,3;20336
https://www.kinopoisk.ru//film/7640/;Двухсотлетний человек;Bicentennial Man;1999;126;Германия;фантастика;Крис Коламбус;Робин Уильямс, Эмбет Дэвидц;8,3;40548
https://www.kinopoisk.ru//film/6877/;Терминал;The Terminal;2004;124;США;драма;Стивен Спилберг;Том Хэнкс, Кэтрин Зета-Джонс;8,3;96890
https://www.kinopoisk.ru//film/7103/;Назад в будущее 3;Back to the Future Part III;1990;118;США;фантастика;Роберт Земекис;Майкл Дж. Фокс, Кристофер Ллойд;8,3;36578
https://www.kinopoisk.ru//film/8240/;Навсикая из долины ветров;Kaze no tani no Naushika;1984;117;Япония;аниме;Хаяо Миядзаки;Суми Симамото, Махито Цудзимура;8,3;12357
https://www.kinopoisk.ru//film/104938/;В погоне за счастьем;The Pursuit of Happyness;2006;117;США;драма;Габриэле Муччино;Уилл Смит, Джейден Смит;8,3;59876
https://www.kinopoisk.ru//film/9691/;Бесславные ублюдки;Inglourious Basterds;2009;153;Германия;боевик;Квентин Тарантино;Брэд Питт, Кристоф Вальц;8,3;140918
https://www.kinopoisk.ru//film/77203/;Покровские ворота;no eng title;1982;140;СССР;мюзикл;Михаил Козаков;Олег Меньшиков, Леонид Броневой;8,3;34564
https://www.kinopoisk.ru//film/835086/;Ford против Ferrari;Ford v Ferrari;2019;152;США;биография;Джеймс Мэнголд;Кристиан Бэйл, Мэтт Дэймон;8,3;133526
https://www.kinopoisk.ru//film/48356/;Гарри Поттер и Орден Феникса;Harry Potter and the Order of the Phoenix;2007;138;Великобритания;фэнтези;Дэвид Йейтс;Дэниэл Рэдклифф, Руперт Гринт;8,3;87639
https://www.kinopoisk.ru//film/81297/;Малышка на миллион;Million Dollar Baby;2004;132;США;драма;Клинт Иствуд;Клинт Иствуд, Хилари Суэнк;8,3;42497
https://www.kinopoisk.ru//film/46368/;Не может быть!;no eng title;1975;92;СССР;мелодрама;Леонид Гайдай;Михаил Пуговкин, Нина Гребешкова;8,3;37351
https://www.kinopoisk.ru//film/276762/;Гарри Поттер и Дары Смерти: Часть I;Harry Potter and the Deathly Hallows: Part 1;2010;146;Великобритания;фэнтези;Дэвид Йейтс;Дэниэл Рэдклифф, Руперт Гринт;8,3;66968
https://www.kinopoisk.ru//film/349/;Хороший, плохой, злой;Il buono, il brutto, il cattivo;1966;178;Италия;вестерн;Серджио Леоне;Клинт Иствуд, Ли Ван Клиф;8,3;12404
https://www.kinopoisk.ru//film/44238/;Добро пожаловать, или Посторонним вход воспрещен;no eng title;1964;71;СССР;комедия;Элем Климов;Виктор Косых, Евгений Евстигнеев;8,3;35532
https://www.kinopoisk.ru//film/571896/;Собачья жизнь;A Dog's Purpose;2017;100;США;фэнтези;Лассе Халльстрём;Джош Гад, Деннис Куэйд;8,3;23763
https://www.kinopoisk.ru//film/466581/;Хранители снов;Rise of the Guardians;2012;97;США;мультфильм;Питер Рэмзи;Крис Пайн, Алек Болдуин;8,3;61231
https://www.kinopoisk.ru//film/540/;Красавица и чудовище;Beauty and the Beast;1991;84;США;мультфильм;Гари Труздейл;Робби Бенсон, Джесси Корти;8,3;37568
https://www.kinopoisk.ru//film/437410/;Темный рыцарь: Возрождение легенды;The Dark Knight Rises;2012;165;США;фантастика;Кристофер Нолан;Кристиан Бэйл, Том Харди;8,3;47815
https://www.kinopoisk.ru//film/251733/;Аватар;Avatar;2009;162;США;фантастика;Джеймс Кэмерон;Сэм Уортингтон, Зои Салдана;8,3;128152
https://www.kinopoisk.ru//film/279828/;Смех и горе у Бела моря;no eng title;1988;59;СССР;мультфильм;Леонид Носырев;Анатолий Баранцев, Евгений Леонов;8,3;8817
https://www.kinopoisk.ru//film/906042/;Приключения Паддингтона 2;Paddington 2;2017;103;Великобритания;фэнтези;Пол Кинг;Бен Уишоу, Хью Бонневилль;8,3;63170
https://www.kinopoisk.ru//film/1991/;Привидение;Ghost;1990;127;США;мелодрама;Джерри Цукер;Патрик Суэйзи, Деми Мур;8,3;52516
https://www.kinopoisk.ru//film/77267/;Шерлок Холмс и доктор Ватсон: Двадцатый век начинается;no eng title;1986;150;СССР;триллер;Игорь Масленников;Василий Ливанов, Виталий Соломин;8,3;14456
https://www.kinopoisk.ru//film/1103852/;Укрась прощальное утро цветами обещания;Sayonara no asa ni yakusoku no hana o kazaro;2018;115;Япония;аниме;Мари Окада;Манака Ивами, Мию Ирино;8,3;35957
https://www.kinopoisk.ru//film/1044280/;Стражи Галактики. Часть 3;Guardians of the Galaxy Vol. 3;2023;150;США;фантастика;Джеймс Ганн;Крис Пратт, Карен Гиллан;8,3;90600
https://www.kinopoisk.ru//film/261127/;Рыбка Поньо на утесе;Gake no ue no Ponyo;2008;101;Япония;аниме;Хаяо Миядзаки;Юриа Нара, Хироки Дои;8,3;18787
https://www.kinopoisk.ru//film/12198/;Игра;The Game;1997;129;США;триллер;Дэвид Финчер;Майкл Дуглас, Шон Пенн;8,3;84677
https://www.kinopoisk.ru//film/395/;Шестое чувство;The Sixth Sense;1999;107;США;детектив;М. Найт Шьямалан;Брюс Уиллис, Хэйли Джоэл Осмент;8,3;52986
https://www.kinopoisk.ru//film/46638/;Мимино;no eng title;1977;92;СССР;драма;Георгий Данелия;Вахтанг Кикабидзе, Фрунзик Мкртчян;8,3;38456
https://www.kinopoisk.ru//film/16117/;Лис и пёс;The Fox and the Hound;1981;83;США;мультфильм;Тед Берман;Микки Руни, Курт Рассел;8,3;16916
https://www.kinopoisk.ru//film/46066/;Белое солнце пустыни;no eng title;1969;84;СССР;боевик;Владимир Мотыль;Анатолий Кузнецов, Спартак Мишулин;8,3;44395
https://www.kinopoisk.ru//film/377/;Семь;Se7en;1995;127;США;триллер;Дэвид Финчер;Брэд Питт, Морган Фриман;8,3;45444
https://www.kinopoisk.ru//film/46063/;Белорусский вокзал;no eng title;1970;95;СССР;драма;Андрей Смирнов;Евгений Леонов, Анатолий Папанов;8,3;14006
https://www.kinopoisk.ru//film/61237/;Железный человек;Iron Man;2008;121;США;фантастика;Джон Фавро;Роберт Дауни мл., Джефф Бриджес;8,3;120193
https://www.kinopoisk.ru//film/1949/;Мачеха;Stepmom;1998;120;США;драма;Крис Коламбус;Джулия Робертс, Сьюзен Сарандон;8,3;31772
https://www.kinopoisk.ru//film/44811/;Кин-дза-дза!;no eng title;1986;135;СССР;фантастика;Георгий Данелия;Станислав Любшин, Евгений Леонов;8,3;53638
https://www.kinopoisk.ru//film/456/;Унесённые ветром;Gone with the Wind;1939;222;США;мелодрама;Виктор Флеминг;Вивьен Ли, Кларк Гейбл;8,3;19536
https://www.kinopoisk.ru//film/45694/;Вечера на хуторе близ Диканьки;no eng title;1961;66;СССР;фэнтези;Александр Роу;Юрий Тавров, Людмила Хитяева;8,3;35689
https://www.kinopoisk.ru//film/44720/;Карнавальная ночь;no eng title;1956;78;СССР;комедия;Эльдар Рязанов;Игорь Ильинский, Людмила Гурченко;8,2;38868
https://www.kinopoisk.ru//film/450213/;Невидимая сторона;The Blind Side;2009;129;США;драма;Джон Ли Хэнкок;Сандра Буллок, Куинтон Аарон;8,2;51189
https://www.kinopoisk.ru//film/1191022/;Подольские курсанты;no eng title;2020;136;Россия;военный;Вадим Шмелев;Алексей Бардуков, Евгений Дятлов;8,2;83780
https://www.kinopoisk.ru//film/740/;Лило и Стич;Lilo & Stitch;2002;85;США;мультфильм;Дин ДеБлуа;Дэйви Чейз, Крис Сандерс;8,2;37723
https://www.kinopoisk.ru//film/1009142/;Зверопой 2;Sing 2;2021;110;США;мультфильм;Гарт Дженнингс;Тори Келли, Риз Уизерспун;8,2;113432
https://www.kinopoisk.ru//film/839/;Спирит: Душа прерий;Spirit: Stallion of the Cimarron;2002;83;США;мультфильм;Келли Эсбёри;Мэтт Дэймон, Джеймс Кромуэлл;8,2;18280
https://www.kinopoisk.ru//film/104927/;Отпуск по обмену;The Holiday;2006;136;США;мелодрама;Нэнси Майерс;Кэмерон Диас, Кейт Уинслет;8,2;132486
https://www.kinopoisk.ru//film/722951/;Чудо;Wonder;2017;113;США;драма;Стивен Чбоски;Джейкоб Тремблей, Оуэн Уилсон;8,2;40452
https://www.kinopoisk.ru//film/8129/;101 далматинец;One Hundred and One Dalmatians;1961;79;США;мультфильм;Клайд Джероними;Род Тейлор, Дж. Пэт О’Мэлли;8,2;42121
https://www.kinopoisk.ru//film/45314/;Жестокий романс;no eng title;1984;137;СССР;драма;Эльдар Рязанов;Лариса Гузеева, Андрей Мягков;8,2;27995
https://www.kinopoisk.ru//film/966036/;Скрытые фигуры;Hidden Figures;2016;127;США;драма;Тед Мелфи;Тараджи П. Хенсон, Октавия Спенсер;8,2;55301
https://www.kinopoisk.ru//film/7097/;Балто;Balto;1995;71;США;мультфильм;Саймон Уэллс;Кевин Бейкон, Боб Хоскинс;8,2;11740
https://www.kinopoisk.ru//film/7908/;В поисках Немо;Finding Nemo;2003;101;США;мультфильм;Эндрю Стэнтон;Альберт Брукс, Эллен ДеДженерес;8,2;55059
https://www.kinopoisk.ru//film/8227/;Леди и бродяга;Lady and the Tramp;1955;76;США;мультфильм;Клайд Джероними;Пегги Ли, Ларри Робертс;8,2;33092
https://www.kinopoisk.ru//film/819101/;Омерзительная восьмерка;The Hateful Eight;2015;168;США;вестерн;Квентин Тарантино;Курт Рассел, Сэмюэл Л. Джексон;8,2;47218
https://www.kinopoisk.ru//film/519/;Человек дождя;Rain Man;1988;133;США;драма;Барри Левинсон;Дастин Хоффман, Том Круз;8,2;71881
https://www.kinopoisk.ru//film/707/;Ледниковый период;Ice Age;2002;81;США;мультфильм;Крис Уэдж;Рэй Романо, Джон Легуизамо;8,2;52841
https://www.kinopoisk.ru//film/838/;Человек-паук;Spider-Man;2002;121;США;фантастика;Сэм Рэйми;Тоби Магуайр, Уиллем Дефо;8,2;87251
https://www.kinopoisk.ru//film/1188529/;Достать ножи;Knives Out;2019;130;США;детектив;Райан Джонсон;Дэниэл Крэйг, Ана де Армас;8,2;267398
https://www.kinopoisk.ru//film/645276/;Лекарь: Ученик Авиценны;The Physician;2013;155;Германия;приключения;Филипп Штёльцль;Том Пэйн, Бен Кингсли;8,2;81790
https://www.kinopoisk.ru//film/233084/;Творение Господне;Something the Lord Made;2004;110;США;драма;Джозеф Сарджент;Ясин Бей, Алан Рикман;8,2;26329
https://www.kinopoisk.ru//film/77282/;Обыкновенное чудо;no eng title;1978;137;СССР;мюзикл;Марк Захаров;Олег Янковский, Ирина Купченко;8,2;21640
https://www.kinopoisk.ru//film/26656/;Коты-аристократы;The AristoCats;1970;78;США;мультфильм;Вольфганг Райтерман;Фил Харрис, Ева Габор;8,2;20206
https://www.kinopoisk.ru//film/81432/;Формула любви;no eng title;1984;90;СССР;мелодрама;Марк Захаров;Нодар Мгалоблишвили, Александр Абдулов;8,2;24645
https://www.kinopoisk.ru//film/126196/;Жизнь других;Das Leben der Anderen;2006;137;Германия;триллер;Флориан Хенкель фон Доннерсмарк;Ульрих  Мюэ, Себастьян Кох;8,2;45427
https://www.kinopoisk.ru//film/46512/;Максим Перепелица;no eng title;1955;87;СССР;комедия;Анатолий Граник;Леонид Быков, Александр Борисов;8,2;36333
https://www.kinopoisk.ru//film/43602/;Самая обаятельная и привлекательная;no eng title;1985;81;СССР;мелодрама;Геральд Бежанов;Ирина Муравьёва, Татьяна Васильева;8,2;58120
https://www.kinopoisk.ru//film/1091/;Люди в чёрном;Men in Black;1997;98;США;фантастика;Барри Зонненфельд;Томми Ли Джонс, Уилл Смит;8,2;103740
https://www.kinopoisk.ru//film/8147/;Русалочка;The Little Mermaid;1989;83;США;мультфильм;Рон Клементс;Джоди Бенсон, Пэт Кэрролл;8,2;39991
https://www.kinopoisk.ru//film/1254059/;Доктор Лиза;no eng title;2020;120;Россия;драма;Оксана Карас;Чулпан Хаматова, Анджей Хыра;8,2;31211
https://www.kinopoisk.ru//film/1008113/;Таксист;Taeksi unjeonsa;2017;137;Корея;история;Чан Хун;Сон Кан-хо, Томас Кречман;8,2;48060
https://www.kinopoisk.ru//film/1846/;Небесный замок Лапута;Tenkuu no Shiro Laputa;1986;125;Япония;аниме;Хаяо Миядзаки;Кэйко Ёкодзава, Маюми Танака;8,2;10617
https://www.kinopoisk.ru//film/627/;Изгой;Cast Away;2000;143;США;драма;Роберт Земекис;Том Хэнкс, Хелен Хант;8,2;29251
https://www.kinopoisk.ru//film/45748/;Весна на Заречной улице;no eng title;1956;90;СССР;драма;Марлен Хуциев;Нина Иванова, Николай Рыбников;8,2;49921
https://www.kinopoisk.ru//film/693126/;Город героев;Big Hero 6;2014;105;США;мультфильм;Дон Холл;Райан Поттер, Скотт Эдсит;8,2;54446
https://www.kinopoisk.ru//film/5002368/;Доктор;no eng title;2022;120;Россия;драма;Артём Темников;Сергей Пускепалис, Ольга Цирсен;8,2;69247
https://www.kinopoisk.ru//film/40955/;Приходи на меня посмотреть;no eng title;2000;101;Россия;мелодрама;Михаил Агранович;Олег Янковский, Ирина Купченко;8,2;17476
https://www.kinopoisk.ru//film/81733/;Гордость и предубеждение;Pride & Prejudice;2005;129;Великобритания;драма;Джо Райт;Кира Найтли, Мэттью Макфэдиен;8,2;53519
https://www.kinopoisk.ru//film/485311/;Король говорит!;The King's Speech;2010;118;Великобритания;драма;Том Хупер;Колин Фёрт, Джеффри Раш;8,2;61053
https://www.kinopoisk.ru//film/45463/;Человек с бульвара Капуцинов;no eng title;1987;98;СССР;вестерн;Алла Сурикова;Андрей Миронов, Александра Яковлева;8,2;28697
https://www.kinopoisk.ru//film/8222/;Кошмар перед Рождеством;The Nightmare Before Christmas;1993;76;США;мультфильм;Генри Селик;Дэнни Элфман, Крис Сарандон;8,2;31014
https://www.kinopoisk.ru//film/44062/;Свой среди чужих, чужой среди своих;no eng title;1974;93;СССР;боевик;Никита Михалков;Юрий Богатырев, Александр Кайдановский;8,2;32235
https://www.kinopoisk.ru//film/81041/;Алеша Попович и Тугарин Змей;no eng title;2004;79;Россия;мультфильм;Константин Бронзит;Олег Куликович, Дмитрий Высоцкий;8,2;56469
https://www.kinopoisk.ru//film/1234939/;Счастье в конверте;no eng title;2019;103;Россия;семейный;Светлана Суханова;Фёдор Лещев, Ефим Каменецкий;8,2;43528
https://www.kinopoisk.ru//film/471/;Крепкий орешек;Die Hard;1988;133;США;боевик;Джон МакТирнан;Брюс Уиллис, Алан Рикман;8,2;56362
https://www.kinopoisk.ru//film/281251/;Мальчик в полосатой пижаме;The Boy in the Striped Pajamas;2008;94;Великобритания;драма;Марк Херман;Эйса Баттерфилд, Джек Скэнлон;8,2;35025
https://www.kinopoisk.ru//film/86326/;Счастливое число Слевина;Lucky Number Slevin;2005;110;США;триллер;Пол Макгиган;Джош Хартнетт, Брюс Уиллис;8,2;82203
https://www.kinopoisk.ru//film/77531/;Тренер Картер;Coach Carter;2005;136;США;биография;Томас Картер;Сэмюэл Л. Джексон, Роб Браун;8,2;40407
https://www.kinopoisk.ru//film/336/;Пролетая над гнездом кукушки;One Flew Over the Cuckoo's Nest;1975;133;США;драма;Милош Форман;Джек Николсон, Луиза Флетчер;8,2;27040
https://www.kinopoisk.ru//film/751/;Военный ныряльщик;Men of Honor;2000;129;США;драма;Джордж Тиллман мл.;Роберт Де Ниро, Кьюба Гудинг мл.;8,2;27013
https://www.kinopoisk.ru//film/371/;Спасти рядового Райана;Saving Private Ryan;1998;169;США;военный;Стивен Спилберг;Том Хэнкс, Том Сайзмор;8,2;30224
https://www.kinopoisk.ru//film/356/;В джазе только девушки;Some Like It Hot;1959;119;США;мелодрама;Билли Уайлдер;Мэрилин Монро, Тони Кертис;8,2;32528
https://www.kinopoisk.ru//film/885317/;Ученик чудовища;Bakemono no ko;2015;119;Япония;аниме;Мамору Хосода;Сёта Сомэтани, Кодзи Якусё;8,2;43959
https://www.kinopoisk.ru//film/81555/;Загадочная история Бенджамина Баттона;The Curious Case of Benjamin Button;2008;166;США;драма;Дэвид Финчер;Брэд Питт, Кейт Бланшетт;8,2;51444
https://www.kinopoisk.ru//film/689066/;Стражи Галактики;Guardians of the Galaxy;2014;121;США;фантастика;Джеймс Ганн;Крис Пратт, Зои Салдана;8,2;106826
https://www.kinopoisk.ru//film/468102/;О чём говорят мужчины;no eng title;2010;93;Россия;комедия;Дмитрий Дьяченко;Леонид Барац, Александр Демидов;8,2;66113
https://www.kinopoisk.ru//film/1256482/;Расправь крылья;Donne-moi des ailes;2019;113;Франция;драма;Николя Ванье;Жан-Поль Рув, Мелани Дотей;8,2;10326
https://www.kinopoisk.ru//film/341/;Амели;Le Fabuleux destin d'Amlie Poulain;2001;122;Франция;мелодрама;Жан-Пьер Жёне;Одри Тоту, Матьё Кассовиц;8,2;47770
https://www.kinopoisk.ru//film/703187/;Восточный ветер;Ostwind;2013;106;Германия;приключения;Катя фон Гарнье;Ханна Бинке, Марвин Линке;8,2;26156
https://www.kinopoisk.ru//film/84049/;Рапунцель: Запутанная история;Tangled;2010;100;США;мультфильм;Нэйтан Грено;Мэнди Мур, Закари Ливай;8,2;50943
https://www.kinopoisk.ru//film/7226/;Догвилль;Dogville;2003;178;Дания;триллер;Ларс фон Триер;Николь Кидман, Пол Беттани;8,2;24615
https://www.kinopoisk.ru//film/406/;Чужие;Aliens;1986;137;Великобритания;ужасы;Джеймс Кэмерон;Сигурни Уивер, Майкл Бин;8,2;41183
https://www.kinopoisk.ru//film/808639/;Дурак;no eng title;2014;116;Россия;драма;Юрий Быков;Артём Быстров, Наталья Суркова;8,2;72812
https://www.kinopoisk.ru//film/432724/;Гадкий я;Despicable Me;2010;95;США;мультфильм;Пьер Коффан;Стив Карелл, Джейсон Сигел;8,2;78330
https://www.kinopoisk.ru//film/46089/;Берегись автомобиля;no eng title;1966;94;СССР;криминал;Эльдар Рязанов;Иннокентий Смоктуновский, Олег Ефремов;8,2;40036
https://www.kinopoisk.ru//film/45822/;Вокзал для двоих;no eng title;1982;141;СССР;драма;Эльдар Рязанов;Людмила Гурченко, Олег Басилашвили;8,2;36312
https://www.kinopoisk.ru//film/683999/;Отель «Гранд Будапешт»;The Grand Budapest Hotel;2014;100;США;комедия;Уэс Андерсон;Рэйф Файнс, Тони Револори;8,2;81421
https://www.kinopoisk.ru//film/841081/;Ла-Ла Ленд;La La Land;2016;128;США;мюзикл;Дэмьен Шазелл;Райан Гослинг, Эмма Стоун;8,2;45636
https://www.kinopoisk.ru//film/338/;Звёздные войны: Эпизод 5 — Империя наносит ответный удар;Star Wars: Episode V - The Empire Strikes Back;1980;124;США;фантастика;Ирвин Кершнер;Марк Хэмилл, Харрисон Форд;8,2;31450
https://www.kinopoisk.ru//film/939785/;Остров собак;Isle of Dogs;2018;101;США;мультфильм;Уэс Андерсон;Брайан Крэнстон, Кою Ранкин;8,2;12016
https://www.kinopoisk.ru//film/309408/;День выборов;no eng title;2007;125;Россия;комедия;Олег Фомин;Леонид Барац, Ростислав Хаит;8,2;24737
https://www.kinopoisk.ru//film/43007/;По семейным обстоятельствам;no eng title;1978;128;СССР;драма;Алексей Коренев;Галина Польских, Евгения Ханаева;8,2;25483
https://www.kinopoisk.ru//film/601564/;Легенда №17;no eng title;2012;134;Россия;биография;Николай Лебедев;Данила Козловский, Олег Меньшиков;8,2;89643
https://www.kinopoisk.ru//film/1009577/;Евгений Гришковец: Шепот сердца;no eng title;2017;128;Россия;драма;Павел Судаков;Евгений Гришковец;8,2;7775
https://www.kinopoisk.ru//film/3561/;Дневник памяти;The Notebook;2004;124;США;драма;Ник Кассаветис;Райан Гослинг, Рэйчел Макадамс;8,2;33778
https://www.kinopoisk.ru//film/77331/;Ирония судьбы, или С легким паром!;no eng title;1975;184;СССР;мелодрама;Эльдар Рязанов;Андрей Мягков, Барбара Брыльска;8,2;75152
https://www.kinopoisk.ru//film/447/;Звёздные войны: Эпизод 6 — Возвращение Джедая;Star Wars: Episode VI - Return of the Jedi;1983;131;США;фантастика;Ричард Маркуанд;Марк Хэмилл, Харрисон Форд;8,2;28368
https://www.kinopoisk.ru//film/8161/;Джуманджи;Jumanji;1995;104;США;фэнтези;Джо Джонстон;Робин Уильямс, Бонни Хант;8,2;49181
https://www.kinopoisk.ru//film/837530/;Моана;Moana;2016;107;США;мультфильм;Рон Клементс;Аулии Кравальо, Дуэйн Джонсон;8,2;77566
https://www.kinopoisk.ru//film/738/;Жизнь Дэвида Гейла;The Life of David Gale;2002;130;Великобритания;триллер;Алан Паркер;Кевин Спейси, Кейт Уинслет;8,1;52810
https://www.kinopoisk.ru//film/46421/;Невероятные приключения итальянцев в России;no eng title;1973;104;СССР;комедия;Эльдар Рязанов;Андрей Миронов, Нинетто Даволи;8,1;33713
https://www.kinopoisk.ru//film/693969/;Ветер крепчает;Kaze tachinu;2013;126;Япония;аниме;Хаяо Миядзаки;Хидэаки Анно, Миори Такимото;8,1;11380
https://www.kinopoisk.ru//film/367/;Реквием по мечте;Requiem for a Dream;2000;102;США;драма;Даррен Аронофски;Джаред Лето, Марлон Уайанс;8,1;38886
https://www.kinopoisk.ru//film/24701/;Доспехи Бога 2: Операция Кондор;Fei ying gai wak;1991;106;Гонконг;боевик;Джеки Чан;Джеки Чан, Кэрол Чэн;8,1;22077
https://www.kinopoisk.ru//film/382/;Американская история X;American History X;1998;119;США;драма;Тони Кэй;Эдвард Нортон, Эдвард Ферлонг;8,1;19651
https://www.kinopoisk.ru//film/386/;Чужой;Alien;1979;116;Великобритания;ужасы;Ридли Скотт;Сигурни Уивер, Том Скеррит;8,1;47606
https://www.kinopoisk.ru//film/77206/;Собака на сене;no eng title;1977;138;СССР;мюзикл;Ян Фрид;Маргарита Терехова, Михаил Боярский;8,1;17762
https://www.kinopoisk.ru//film/843650/;Мстители: Финал;Avengers: Endgame;2019;181;США;фантастика;Энтони Руссо;Роберт Дауни мл., Крис Эванс;8,1;104414
https://www.kinopoisk.ru//film/39259/;Профессионал;Le professionnel;1981;108;Франция;боевик;Жорж Лотнер;Жан-Поль Бельмондо, Жан Дезайи;8,1;22804
https://www.kinopoisk.ru//film/606646/;12 лет рабства;12 Years a Slave;2013;133;США;драма;Стив МакКуин;Чиветель Эджиофор, Майкл Фассбендер;8,1;55562
https://www.kinopoisk.ru//film/742026/;Битва за Севастополь;no eng title;2015;118;Россия;военный;Сергей Мокрицкий;Юлия Пересильд, Евгений Цыганов;8,1;43644
